tagNumber,tagDescription,tagStatus,equipmentClassId,manufacturer,criticalityClass,installationDate,cfihosId
XV-39463,Isolation Valve XV-39463,In Service,EC-VALVE-ISO,Ironclad Controls Inc.,Medium,2017-09-05,CFIHOS-00000028
FCV-39464,Control Valve FCV-39464,In Service,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,Low,2017-08-29,CFIHOS-00000028
FT-39465,Flow Transmitter FT-39465,Out of Service,EC-INST-FT,Halberd Valve Corporation,High,2020-09-20,CFIHOS-00000028
FT-39466,Flow Transmitter FT-39466,Decommissioned,EC-INST-FT,Reedmoor Pumps & Compressors,High,2023-12-12,CFIHOS-00000028
PSV-39467,Pressure Relief Valve PSV-39467,Decommissioned,EC-VALVE-RELIEF,Ironclad Controls Inc.,Medium,2020-10-15,CFIHOS-00000028
FCV-39468,Control Valve FCV-39468,In Service,EC-VALVE-CTRL,Halberd Valve Corporation,High,2021-04-09,CFIHOS-00000028
K-39469,Centrifugal Compressor K-39469,Decommissioned,EC-COMPRESSOR-CENTR,Halberd Valve Corporation,High,2013-10-21,CFIHOS-00000028
K-39470,Centrifugal Compressor K-39470,Commissioning,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,Medium,2021-06-15,CFIHOS-00000028
COL-39471,Distillation Column COL-39471,In Service,EC-VESSEL-COL,Ironclad Controls Inc.,Medium,2018-07-25,CFIHOS-00000028
FCV-39472,Control Valve FCV-39472,In Service,EC-VALVE-CTRL,Halberd Valve Corporation,Medium,2021-07-03,CFIHOS-00000028
E-39473,Shell & Tube Exchanger E-39473,Commissioning,EC-HEATEXCH-SHELL,Halberd Valve Corporation,Low,2013-01-24,CFIHOS-00000028
PSV-39474,Pressure Relief Valve PSV-39474,Commissioning,EC-VALVE-RELIEF,Ironclad Controls Inc.,High,2012-07-23,CFIHOS-00000028
P-39475,Reciprocating Pump P-39475,In Service,EC-PUMP-RECIP,Ironclad Controls Inc.,Low,2016-09-23,CFIHOS-00000028
TT-39476,Temperature Transmitter TT-39476,Commissioning,EC-INST-TT,Ironclad Controls Inc.,High,2012-02-23,CFIHOS-00000028
PT-39477,Pressure Transmitter PT-39477,In Service,EC-INST-PT,Reedmoor Pumps & Compressors,Low,2019-07-07,CFIHOS-00000028
TT-39478,Temperature Transmitter TT-39478,Commissioning,EC-INST-TT,Reedmoor Pumps & Compressors,Low,2013-11-23,CFIHOS-00000028
E-39479,Shell & Tube Exchanger E-39479,In Service,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,High,2019-08-25,CFIHOS-00000028
COL-39480,Distillation Column COL-39480,Decommissioned,EC-VESSEL-COL,Reedmoor Pumps & Compressors,Low,2022-12-20,CFIHOS-00000028
COL-39481,Distillation Column COL-39481,Decommissioned,EC-VESSEL-COL,Ironclad Controls Inc.,Low,2012-08-30,CFIHOS-00000028
TT-39482,Temperature Transmitter TT-39482,Decommissioned,EC-INST-TT,Ironclad Controls Inc.,Medium,2020-05-23,CFIHOS-00000028
FCV-39483,Control Valve FCV-39483,Decommissioned,EC-VALVE-CTRL,Ironclad Controls Inc.,Medium,2012-12-22,CFIHOS-00000028
PSV-39484,Pressure Relief Valve PSV-39484,Out of Service,EC-VALVE-RELIEF,Halberd Valve Corporation,High,2014-03-30,CFIHOS-00000028
XV-39485,Isolation Valve XV-39485,Decommissioned,EC-VALVE-ISO,Halberd Valve Corporation,High,2015-01-07,CFIHOS-00000028
FCV-39486,Control Valve FCV-39486,Out of Service,EC-VALVE-CTRL,Ironclad Controls Inc.,High,2020-10-18,CFIHOS-00000028
P-39487,Centrifugal Pump P-39487,Decommissioned,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,Low,2022-02-13,CFIHOS-00000028
K-39488,Centrifugal Compressor K-39488,Out of Service,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,High,2013-04-20,CFIHOS-00000028
COL-39489,Distillation Column COL-39489,Commissioning,EC-VESSEL-COL,Halberd Valve Corporation,Medium,2022-12-06,CFIHOS-00000028
P-39490,Reciprocating Pump P-39490,Decommissioned,EC-PUMP-RECIP,Reedmoor Pumps & Compressors,High,2012-09-08,CFIHOS-00000028
P-39491,Reciprocating Pump P-39491,In Service,EC-PUMP-RECIP,Ironclad Controls Inc.,High,2014-02-08,CFIHOS-00000028
TT-39492,Temperature Transmitter TT-39492,In Service,EC-INST-TT,Ironclad Controls Inc.,Low,2015-03-20,CFIHOS-00000028
V-39493,Separator V-39493,In Service,EC-VESSEL-SEP,Halberd Valve Corporation,Low,2015-03-22,CFIHOS-00000028
TT-39494,Temperature Transmitter TT-39494,Commissioning,EC-INST-TT,Reedmoor Pumps & Compressors,Medium,2021-09-30,CFIHOS-00000028
P-39495,Centrifugal Pump P-39495,In Service,EC-PUMP-CENTR,Ironclad Controls Inc.,Low,2020-03-25,CFIHOS-00000028
FT-39496,Flow Transmitter FT-39496,Commissioning,EC-INST-FT,Halberd Valve Corporation,Medium,2022-03-20,CFIHOS-00000028
COL-39497,Distillation Column COL-39497,Decommissioned,EC-VESSEL-COL,Ironclad Controls Inc.,Low,2013-06-23,CFIHOS-00000028
PT-39498,Pressure Transmitter PT-39498,Out of Service,EC-INST-PT,Halberd Valve Corporation,Medium,2018-10-02,CFIHOS-00000028
P-39499,Centrifugal Pump P-39499,In Service,EC-PUMP-CENTR,Halberd Valve Corporation,High,2018-11-25,CFIHOS-00000028
PT-39500,Pressure Transmitter PT-39500,Commissioning,EC-INST-PT,Reedmoor Pumps & Compressors,High,2016-10-12,CFIHOS-00000028
FCV-39501,Control Valve FCV-39501,Decommissioned,EC-VALVE-CTRL,Ironclad Controls Inc.,Medium,2017-04-19,CFIHOS-00000028
V-39502,Separator V-39502,Commissioning,EC-VESSEL-SEP,Halberd Valve Corporation,High,2014-07-17,CFIHOS-00000028
E-39503,Shell & Tube Exchanger E-39503,Commissioning,EC-HEATEXCH-SHELL,Halberd Valve Corporation,Low,2014-04-06,CFIHOS-00000028
FCV-39504,Control Valve FCV-39504,Commissioning,EC-VALVE-CTRL,Halberd Valve Corporation,High,2016-09-02,CFIHOS-00000028
FCV-39505,Control Valve FCV-39505,Decommissioned,EC-VALVE-CTRL,Ironclad Controls Inc.,Low,2022-09-26,CFIHOS-00000028
K-39506,Centrifugal Compressor K-39506,In Service,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,Medium,2015-06-08,CFIHOS-00000028
COL-39507,Distillation Column COL-39507,Decommissioned,EC-VESSEL-COL,Halberd Valve Corporation,High,2019-04-30,CFIHOS-00000028
V-39508,Separator V-39508,Out of Service,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,High,2021-06-13,CFIHOS-00000028
K-39509,Centrifugal Compressor K-39509,Decommissioned,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,Low,2018-12-15,CFIHOS-00000028
FT-39510,Flow Transmitter FT-39510,In Service,EC-INST-FT,Halberd Valve Corporation,Low,2017-08-02,CFIHOS-00000028
E-39511,Shell & Tube Exchanger E-39511,Decommissioned,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,High,2013-02-07,CFIHOS-00000028
FCV-39512,Control Valve FCV-39512,In Service,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,High,2023-07-29,CFIHOS-00000028
P-39513,Reciprocating Pump P-39513,Out of Service,EC-PUMP-RECIP,Ironclad Controls Inc.,High,2012-06-10,CFIHOS-00000028
E-39514,Shell & Tube Exchanger E-39514,Commissioning,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Medium,2021-08-06,CFIHOS-00000028
LT-39515,Level Transmitter LT-39515,In Service,EC-INST-LT,Ironclad Controls Inc.,Low,2020-02-14,CFIHOS-00000028
LT-39516,Level Transmitter LT-39516,Decommissioned,EC-INST-LT,Halberd Valve Corporation,Low,2015-02-24,CFIHOS-00000028
PT-39517,Pressure Transmitter PT-39517,Out of Service,EC-INST-PT,Ironclad Controls Inc.,Medium,2017-07-28,CFIHOS-00000028
P-39518,Reciprocating Pump P-39518,In Service,EC-PUMP-RECIP,Halberd Valve Corporation,Medium,2019-06-24,CFIHOS-00000028
PT-39519,Pressure Transmitter PT-39519,Out of Service,EC-INST-PT,Halberd Valve Corporation,Medium,2022-08-10,CFIHOS-00000028
LT-39520,Level Transmitter LT-39520,In Service,EC-INST-LT,Ironclad Controls Inc.,Low,2015-09-23,CFIHOS-00000028
PSV-39521,Pressure Relief Valve PSV-39521,Decommissioned,EC-VALVE-RELIEF,Ironclad Controls Inc.,Medium,2019-05-09,CFIHOS-00000028
PT-39522,Pressure Transmitter PT-39522,Commissioning,EC-INST-PT,Ironclad Controls Inc.,High,2020-12-23,CFIHOS-00000028
PSV-39523,Pressure Relief Valve PSV-39523,Commissioning,EC-VALVE-RELIEF,Ironclad Controls Inc.,High,2014-06-04,CFIHOS-00000028
P-39524,Reciprocating Pump P-39524,Out of Service,EC-PUMP-RECIP,Reedmoor Pumps & Compressors,Medium,2018-04-10,CFIHOS-00000028
P-39525,Reciprocating Pump P-39525,Decommissioned,EC-PUMP-RECIP,Halberd Valve Corporation,Low,2012-08-10,CFIHOS-00000028
K-39526,Centrifugal Compressor K-39526,Decommissioned,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,Medium,2016-04-10,CFIHOS-00000028
COL-39527,Distillation Column COL-39527,Out of Service,EC-VESSEL-COL,Halberd Valve Corporation,High,2023-07-31,CFIHOS-00000028
PT-39528,Pressure Transmitter PT-39528,Out of Service,EC-INST-PT,Halberd Valve Corporation,Low,2023-04-13,CFIHOS-00000028
V-39529,Separator V-39529,Commissioning,EC-VESSEL-SEP,Halberd Valve Corporation,High,2021-06-02,CFIHOS-00000028
TT-39530,Temperature Transmitter TT-39530,Commissioning,EC-INST-TT,Reedmoor Pumps & Compressors,Low,2022-12-22,CFIHOS-00000028
P-39531,Reciprocating Pump P-39531,Out of Service,EC-PUMP-RECIP,Ironclad Controls Inc.,Medium,2016-03-11,CFIHOS-00000028
P-39532,Centrifugal Pump P-39532,Out of Service,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,Low,2016-05-17,CFIHOS-00000028
XV-39533,Isolation Valve XV-39533,Commissioning,EC-VALVE-ISO,Halberd Valve Corporation,Medium,2022-06-24,CFIHOS-00000028
P-39534,Reciprocating Pump P-39534,Decommissioned,EC-PUMP-RECIP,Ironclad Controls Inc.,Low,2013-05-26,CFIHOS-00000028
P-39535,Reciprocating Pump P-39535,Decommissioned,EC-PUMP-RECIP,Ironclad Controls Inc.,High,2018-03-02,CFIHOS-00000028
V-39536,Separator V-39536,Decommissioned,EC-VESSEL-SEP,Ironclad Controls Inc.,Medium,2022-01-21,CFIHOS-00000028
FCV-39537,Control Valve FCV-39537,Commissioning,EC-VALVE-CTRL,Ironclad Controls Inc.,High,2014-11-28,CFIHOS-00000028
COL-39538,Distillation Column COL-39538,Out of Service,EC-VESSEL-COL,Ironclad Controls Inc.,Medium,2015-10-13,CFIHOS-00000028
LT-39539,Level Transmitter LT-39539,In Service,EC-INST-LT,Ironclad Controls Inc.,High,2017-12-21,CFIHOS-00000028
COL-39540,Distillation Column COL-39540,Out of Service,EC-VESSEL-COL,Reedmoor Pumps & Compressors,Medium,2013-09-01,CFIHOS-00000028
XV-39541,Isolation Valve XV-39541,Commissioning,EC-VALVE-ISO,Ironclad Controls Inc.,Medium,2014-10-29,CFIHOS-00000028
COL-39542,Distillation Column COL-39542,Commissioning,EC-VESSEL-COL,Halberd Valve Corporation,Medium,2013-11-19,CFIHOS-00000028
LT-39543,Level Transmitter LT-39543,Commissioning,EC-INST-LT,Ironclad Controls Inc.,High,2020-05-16,CFIHOS-00000028
E-39544,Shell & Tube Exchanger E-39544,Decommissioned,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,High,2014-08-01,CFIHOS-00000028
PT-39545,Pressure Transmitter PT-39545,Commissioning,EC-INST-PT,Reedmoor Pumps & Compressors,Low,2019-12-28,CFIHOS-00000028
P-39546,Centrifugal Pump P-39546,Out of Service,EC-PUMP-CENTR,Ironclad Controls Inc.,Medium,2014-01-26,CFIHOS-00000028
COL-39547,Distillation Column COL-39547,Decommissioned,EC-VESSEL-COL,Reedmoor Pumps & Compressors,Low,2014-07-07,CFIHOS-00000028
TT-39548,Temperature Transmitter TT-39548,In Service,EC-INST-TT,Ironclad Controls Inc.,Medium,2021-11-11,CFIHOS-00000028
V-39549,Separator V-39549,Decommissioned,EC-VESSEL-SEP,Ironclad Controls Inc.,Medium,2022-05-25,CFIHOS-00000028
FCV-39550,Control Valve FCV-39550,Out of Service,EC-VALVE-CTRL,Ironclad Controls Inc.,Low,2022-06-12,CFIHOS-00000028
XV-39551,Isolation Valve XV-39551,Out of Service,EC-VALVE-ISO,Ironclad Controls Inc.,Medium,2013-11-02,CFIHOS-00000028
V-39552,Separator V-39552,In Service,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,High,2019-06-25,CFIHOS-00000028
TT-39553,Temperature Transmitter TT-39553,Commissioning,EC-INST-TT,Halberd Valve Corporation,High,2017-08-29,CFIHOS-00000028
V-39554,Separator V-39554,Commissioning,EC-VESSEL-SEP,Halberd Valve Corporation,Medium,2021-10-04,CFIHOS-00000028
FT-39555,Flow Transmitter FT-39555,Decommissioned,EC-INST-FT,Reedmoor Pumps & Compressors,High,2021-04-06,CFIHOS-00000028
V-39556,Separator V-39556,In Service,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,Medium,2015-04-08,CFIHOS-00000028
PSV-39557,Pressure Relief Valve PSV-39557,In Service,EC-VALVE-RELIEF,Halberd Valve Corporation,Low,2022-05-13,CFIHOS-00000028
FCV-39558,Control Valve FCV-39558,In Service,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,Low,2019-03-10,CFIHOS-00000028
V-39559,Separator V-39559,In Service,EC-VESSEL-SEP,Ironclad Controls Inc.,Low,2017-04-06,CFIHOS-00000028
FT-39560,Flow Transmitter FT-39560,Commissioning,EC-INST-FT,Halberd Valve Corporation,Medium,2020-12-01,CFIHOS-00000028
TT-39561,Temperature Transmitter TT-39561,Decommissioned,EC-INST-TT,Ironclad Controls Inc.,Low,2013-02-18,CFIHOS-00000028
E-39562,Shell & Tube Exchanger E-39562,Commissioning,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,Low,2012-02-06,CFIHOS-00000028
FT-39563,Flow Transmitter FT-39563,Commissioning,EC-INST-FT,Ironclad Controls Inc.,Medium,2023-01-28,CFIHOS-00000028
COL-39564,Distillation Column COL-39564,Out of Service,EC-VESSEL-COL,Halberd Valve Corporation,Low,2023-05-14,CFIHOS-00000028
TT-39565,Temperature Transmitter TT-39565,Decommissioned,EC-INST-TT,Ironclad Controls Inc.,High,2021-05-06,CFIHOS-00000028
LT-39566,Level Transmitter LT-39566,Out of Service,EC-INST-LT,Ironclad Controls Inc.,Medium,2014-06-06,CFIHOS-00000028
PSV-39567,Pressure Relief Valve PSV-39567,Commissioning,EC-VALVE-RELIEF,Halberd Valve Corporation,Low,2012-10-02,CFIHOS-00000028
E-39568,Shell & Tube Exchanger E-39568,Out of Service,EC-HEATEXCH-SHELL,Halberd Valve Corporation,Low,2013-01-27,CFIHOS-00000028
XV-39569,Isolation Valve XV-39569,Decommissioned,EC-VALVE-ISO,Reedmoor Pumps & Compressors,Low,2015-12-18,CFIHOS-00000028
P-39570,Reciprocating Pump P-39570,In Service,EC-PUMP-RECIP,Halberd Valve Corporation,Medium,2019-03-28,CFIHOS-00000028
FT-39571,Flow Transmitter FT-39571,Decommissioned,EC-INST-FT,Halberd Valve Corporation,Medium,2016-12-24,CFIHOS-00000028
XV-39572,Isolation Valve XV-39572,Out of Service,EC-VALVE-ISO,Ironclad Controls Inc.,High,2021-07-06,CFIHOS-00000028
P-39573,Centrifugal Pump P-39573,Commissioning,EC-PUMP-CENTR,Ironclad Controls Inc.,Medium,2014-07-22,CFIHOS-00000028
XV-39574,Isolation Valve XV-39574,In Service,EC-VALVE-ISO,Halberd Valve Corporation,Low,2021-10-14,CFIHOS-00000028
P-39575,Centrifugal Pump P-39575,In Service,EC-PUMP-CENTR,Ironclad Controls Inc.,High,2016-07-08,CFIHOS-00000028
TT-39576,Temperature Transmitter TT-39576,Out of Service,EC-INST-TT,Ironclad Controls Inc.,High,2018-06-13,CFIHOS-00000028
FT-39577,Flow Transmitter FT-39577,In Service,EC-INST-FT,Halberd Valve Corporation,Medium,2021-05-28,CFIHOS-00000028
K-39578,Centrifugal Compressor K-39578,Out of Service,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,High,2023-02-14,CFIHOS-00000028
P-39579,Centrifugal Pump P-39579,In Service,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,High,2012-09-13,CFIHOS-00000028
FT-39580,Flow Transmitter FT-39580,In Service,EC-INST-FT,Halberd Valve Corporation,Low,2016-03-12,CFIHOS-00000028
P-39581,Centrifugal Pump P-39581,Commissioning,EC-PUMP-CENTR,Ironclad Controls Inc.,Low,2016-09-16,CFIHOS-00000028
FCV-39582,Control Valve FCV-39582,Commissioning,EC-VALVE-CTRL,Halberd Valve Corporation,Low,2019-08-30,CFIHOS-00000028
E-39583,Shell & Tube Exchanger E-39583,Commissioning,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,High,2021-10-25,CFIHOS-00000028
P-39584,Reciprocating Pump P-39584,Commissioning,EC-PUMP-RECIP,Ironclad Controls Inc.,Medium,2017-10-06,CFIHOS-00000028
XV-39585,Isolation Valve XV-39585,Commissioning,EC-VALVE-ISO,Reedmoor Pumps & Compressors,Medium,2017-04-11,CFIHOS-00000028
TT-39586,Temperature Transmitter TT-39586,In Service,EC-INST-TT,Reedmoor Pumps & Compressors,Low,2018-12-25,CFIHOS-00000028
TT-39587,Temperature Transmitter TT-39587,Commissioning,EC-INST-TT,Ironclad Controls Inc.,Medium,2015-06-28,CFIHOS-00000028
K-39588,Centrifugal Compressor K-39588,Decommissioned,EC-COMPRESSOR-CENTR,Halberd Valve Corporation,Low,2017-12-30,CFIHOS-00000028
TT-39589,Temperature Transmitter TT-39589,Commissioning,EC-INST-TT,Halberd Valve Corporation,Medium,2022-08-23,CFIHOS-00000028
FT-39590,Flow Transmitter FT-39590,Commissioning,EC-INST-FT,Reedmoor Pumps & Compressors,Medium,2014-12-05,CFIHOS-00000028
FCV-39591,Control Valve FCV-39591,In Service,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,Medium,2018-10-25,CFIHOS-00000028
P-39592,Reciprocating Pump P-39592,In Service,EC-PUMP-RECIP,Ironclad Controls Inc.,Low,2022-07-23,CFIHOS-00000028
P-39593,Reciprocating Pump P-39593,In Service,EC-PUMP-RECIP,Reedmoor Pumps & Compressors,Low,2017-10-26,CFIHOS-00000028
P-39594,Reciprocating Pump P-39594,Out of Service,EC-PUMP-RECIP,Ironclad Controls Inc.,High,2013-06-04,CFIHOS-00000028
PSV-39595,Pressure Relief Valve PSV-39595,In Service,EC-VALVE-RELIEF,Halberd Valve Corporation,Medium,2019-05-21,CFIHOS-00000028
E-39596,Shell & Tube Exchanger E-39596,Decommissioned,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,High,2018-10-18,CFIHOS-00000028
FT-39597,Flow Transmitter FT-39597,Commissioning,EC-INST-FT,Ironclad Controls Inc.,Low,2017-09-26,CFIHOS-00000028
PSV-39598,Pressure Relief Valve PSV-39598,In Service,EC-VALVE-RELIEF,Ironclad Controls Inc.,High,2022-11-22,CFIHOS-00000028
PSV-39599,Pressure Relief Valve PSV-39599,Commissioning,EC-VALVE-RELIEF,Ironclad Controls Inc.,Medium,2014-12-11,CFIHOS-00000028
FCV-39600,Control Valve FCV-39600,Out of Service,EC-VALVE-CTRL,Ironclad Controls Inc.,Medium,2013-01-21,CFIHOS-00000028
PSV-39601,Pressure Relief Valve PSV-39601,Out of Service,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,Medium,2021-01-07,CFIHOS-00000028
K-39602,Centrifugal Compressor K-39602,In Service,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,High,2019-12-02,CFIHOS-00000028
P-39603,Centrifugal Pump P-39603,In Service,EC-PUMP-CENTR,Halberd Valve Corporation,High,2013-05-29,CFIHOS-00000028
LT-39604,Level Transmitter LT-39604,Commissioning,EC-INST-LT,Ironclad Controls Inc.,High,2020-10-19,CFIHOS-00000028
P-39605,Centrifugal Pump P-39605,Decommissioned,EC-PUMP-CENTR,Halberd Valve Corporation,Medium,2020-01-25,CFIHOS-00000028
K-39606,Centrifugal Compressor K-39606,Commissioning,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,High,2016-03-28,CFIHOS-00000028
XV-39607,Isolation Valve XV-39607,Commissioning,EC-VALVE-ISO,Reedmoor Pumps & Compressors,Low,2016-12-17,CFIHOS-00000028
PT-39608,Pressure Transmitter PT-39608,Out of Service,EC-INST-PT,Reedmoor Pumps & Compressors,Low,2013-06-13,CFIHOS-00000028
P-39609,Centrifugal Pump P-39609,Commissioning,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,Low,2019-11-29,CFIHOS-00000028
PT-39610,Pressure Transmitter PT-39610,Commissioning,EC-INST-PT,Halberd Valve Corporation,High,2013-03-15,CFIHOS-00000028
K-39611,Centrifugal Compressor K-39611,Decommissioned,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Low,2020-11-09,CFIHOS-00000028
XV-39612,Isolation Valve XV-39612,In Service,EC-VALVE-ISO,Ironclad Controls Inc.,High,2018-02-20,CFIHOS-00000028
E-39613,Shell & Tube Exchanger E-39613,Decommissioned,EC-HEATEXCH-SHELL,Halberd Valve Corporation,Low,2015-05-03,CFIHOS-00000028
TT-39614,Temperature Transmitter TT-39614,Decommissioned,EC-INST-TT,Halberd Valve Corporation,Medium,2021-10-19,CFIHOS-00000028
P-39615,Centrifugal Pump P-39615,Out of Service,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,High,2015-07-12,CFIHOS-00000028
P-39616,Centrifugal Pump P-39616,Decommissioned,EC-PUMP-CENTR,Halberd Valve Corporation,High,2012-11-07,CFIHOS-00000028
P-39617,Centrifugal Pump P-39617,In Service,EC-PUMP-CENTR,Ironclad Controls Inc.,Medium,2016-05-09,CFIHOS-00000028
XV-39618,Isolation Valve XV-39618,Decommissioned,EC-VALVE-ISO,Ironclad Controls Inc.,Medium,2021-07-14,CFIHOS-00000028
FT-39619,Flow Transmitter FT-39619,Commissioning,EC-INST-FT,Halberd Valve Corporation,Low,2014-10-16,CFIHOS-00000028
LT-39620,Level Transmitter LT-39620,In Service,EC-INST-LT,Ironclad Controls Inc.,Low,2023-06-11,CFIHOS-00000028
TT-39621,Temperature Transmitter TT-39621,Commissioning,EC-INST-TT,Ironclad Controls Inc.,Low,2016-12-11,CFIHOS-00000028
COL-39622,Distillation Column COL-39622,In Service,EC-VESSEL-COL,Halberd Valve Corporation,Low,2013-03-28,CFIHOS-00000028
V-39623,Separator V-39623,Decommissioned,EC-VESSEL-SEP,Halberd Valve Corporation,High,2012-05-26,CFIHOS-00000028
K-39624,Centrifugal Compressor K-39624,In Service,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Low,2016-08-27,CFIHOS-00000028
XV-39625,Isolation Valve XV-39625,In Service,EC-VALVE-ISO,Reedmoor Pumps & Compressors,High,2019-08-07,CFIHOS-00000028
K-39626,Centrifugal Compressor K-39626,Out of Service,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Low,2021-06-01,CFIHOS-00000028
FT-39627,Flow Transmitter FT-39627,Decommissioned,EC-INST-FT,Reedmoor Pumps & Compressors,Medium,2019-12-18,CFIHOS-00000028
PSV-39628,Pressure Relief Valve PSV-39628,Commissioning,EC-VALVE-RELIEF,Ironclad Controls Inc.,Medium,2015-12-02,CFIHOS-00000028
K-39629,Centrifugal Compressor K-39629,Commissioning,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Medium,2018-11-24,CFIHOS-00000028
E-39630,Shell & Tube Exchanger E-39630,In Service,EC-HEATEXCH-SHELL,Halberd Valve Corporation,High,2012-02-20,CFIHOS-00000028
COL-39631,Distillation Column COL-39631,Out of Service,EC-VESSEL-COL,Ironclad Controls Inc.,Medium,2022-06-04,CFIHOS-00000028
XV-39632,Isolation Valve XV-39632,Commissioning,EC-VALVE-ISO,Halberd Valve Corporation,Medium,2013-01-31,CFIHOS-00000028
E-39633,Shell & Tube Exchanger E-39633,Commissioning,EC-HEATEXCH-SHELL,Halberd Valve Corporation,Medium,2015-07-28,CFIHOS-00000028
V-39634,Separator V-39634,Commissioning,EC-VESSEL-SEP,Ironclad Controls Inc.,Low,2015-10-19,CFIHOS-00000028
E-39635,Shell & Tube Exchanger E-39635,In Service,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Medium,2014-07-04,CFIHOS-00000028
FT-39636,Flow Transmitter FT-39636,Decommissioned,EC-INST-FT,Ironclad Controls Inc.,Medium,2014-11-23,CFIHOS-00000028
LT-39637,Level Transmitter LT-39637,Commissioning,EC-INST-LT,Reedmoor Pumps & Compressors,High,2013-10-24,CFIHOS-00000028
K-39638,Centrifugal Compressor K-39638,In Service,EC-COMPRESSOR-CENTR,Halberd Valve Corporation,Low,2017-04-30,CFIHOS-00000028
K-39639,Centrifugal Compressor K-39639,Decommissioned,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Medium,2016-11-12,CFIHOS-00000028
XV-39640,Isolation Valve XV-39640,Out of Service,EC-VALVE-ISO,Ironclad Controls Inc.,Low,2014-03-30,CFIHOS-00000028
PT-39641,Pressure Transmitter PT-39641,Out of Service,EC-INST-PT,Ironclad Controls Inc.,Low,2021-10-19,CFIHOS-00000028
E-39642,Shell & Tube Exchanger E-39642,Decommissioned,EC-HEATEXCH-SHELL,Halberd Valve Corporation,High,2014-05-14,CFIHOS-00000028
P-39643,Centrifugal Pump P-39643,Decommissioned,EC-PUMP-CENTR,Halberd Valve Corporation,Low,2014-09-28,CFIHOS-00000028
COL-39644,Distillation Column COL-39644,Commissioning,EC-VESSEL-COL,Halberd Valve Corporation,Low,2014-12-15,CFIHOS-00000028
XV-39645,Isolation Valve XV-39645,Decommissioned,EC-VALVE-ISO,Reedmoor Pumps & Compressors,Medium,2015-09-21,CFIHOS-00000028
COL-39646,Distillation Column COL-39646,Decommissioned,EC-VESSEL-COL,Ironclad Controls Inc.,High,2021-04-17,CFIHOS-00000028
FCV-39647,Control Valve FCV-39647,Out of Service,EC-VALVE-CTRL,Halberd Valve Corporation,Low,2015-11-07,CFIHOS-00000028
E-39648,Shell & Tube Exchanger E-39648,Out of Service,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,Low,2019-10-13,CFIHOS-00000028
P-39649,Reciprocating Pump P-39649,Decommissioned,EC-PUMP-RECIP,Reedmoor Pumps & Compressors,High,2018-07-04,CFIHOS-00000028
XV-39650,Isolation Valve XV-39650,Commissioning,EC-VALVE-ISO,Reedmoor Pumps & Compressors,Low,2019-12-20,CFIHOS-00000028
TT-39651,Temperature Transmitter TT-39651,Decommissioned,EC-INST-TT,Ironclad Controls Inc.,High,2020-07-23,CFIHOS-00000028
FT-39652,Flow Transmitter FT-39652,Decommissioned,EC-INST-FT,Ironclad Controls Inc.,Low,2017-10-04,CFIHOS-00000028
FT-39653,Flow Transmitter FT-39653,Decommissioned,EC-INST-FT,Halberd Valve Corporation,Medium,2017-10-31,CFIHOS-00000028
K-39654,Centrifugal Compressor K-39654,Decommissioned,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,Medium,2012-12-05,CFIHOS-00000028
FT-39655,Flow Transmitter FT-39655,Out of Service,EC-INST-FT,Reedmoor Pumps & Compressors,Low,2013-11-25,CFIHOS-00000028
