itemId,name,failureModeClass,cfihosId
MI-005400,COL-4516 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005401,PSV-15483 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005402,LT-31077 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005403,V-15859 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005404,P-23218 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005405,TT-21829 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005406,K-14745 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005407,P-9411 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005408,LT-18783 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005409,E-532 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005410,LT-18477 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005411,PSV-26487 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005412,PSV-23281 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005413,E-37994 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005414,PSV-25259 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005415,PSV-39598 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005416,FT-15260 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005417,TT-24989 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005418,V-7741 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005419,K-7991 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005420,PSV-776 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005421,TT-31962 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005422,PSV-35097 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005423,P-1169 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005424,K-24367 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005425,TT-691 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005426,PSV-20532 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005427,TT-438 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005428,E-13239 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005429,FT-27752 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005430,TT-2056 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005431,XV-34351 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005432,V-1687 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005433,P-35364 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005434,LT-28835 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005435,PSV-28955 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005436,PT-6790 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005437,TT-24430 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005438,TT-2080 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005439,FT-34448 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005440,PT-39252 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005441,COL-20034 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005442,PSV-16230 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005443,P-38730 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005444,E-27154 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005445,FCV-7033 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005446,PT-31841 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005447,XV-5688 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005448,FT-18102 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005449,PT-16540 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005450,V-19238 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005451,TT-20089 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005452,E-15936 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005453,K-8920 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005454,FCV-21137 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005455,PT-13315 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005456,FT-9274 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005457,PSV-30777 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005458,COL-39918 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005459,TT-5046 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005460,LT-9595 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005461,PT-38979 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005462,K-22594 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005463,V-17489 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005464,E-18671 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005465,PSV-39557 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005466,V-35301 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005467,COL-39301 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005468,PSV-25178 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005469,E-11542 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005470,PT-32877 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005471,K-21682 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005472,COL-6899 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005473,P-19557 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005474,FT-30980 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005475,COL-9421 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005476,V-1638 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005477,P-19353 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005478,PT-38144 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005479,V-3886 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005480,P-22637 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005481,P-1983 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005482,XV-26246 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005483,V-1577 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005484,P-1869 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005485,PT-3455 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005486,LT-23114 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005487,K-34943 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005488,PT-2958 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005489,TT-4454 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005490,K-26728 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005491,LT-2877 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005492,FT-29414 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005493,COL-7891 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005494,PT-4234 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005495,P-12631 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005496,P-13297 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005497,TT-29907 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005498,LT-1498 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005499,P-34208 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005500,PSV-24601 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005501,P-24724 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005502,FT-13631 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005503,V-21026 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005504,FT-17334 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005505,P-3021 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005506,COL-32963 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005507,PSV-17264 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005508,LT-32135 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005509,V-36887 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005510,E-66 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005511,E-13070 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005512,K-29685 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005513,XV-8959 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005514,PSV-29072 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005515,K-23434 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005516,K-7500 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005517,V-16096 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005518,PT-35975 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005519,E-31437 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005520,PSV-19334 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005521,FCV-30568 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005522,PSV-20262 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005523,PT-37052 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005524,PSV-21597 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005525,K-23067 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005526,P-1460 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005527,XV-4961 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005528,P-39712 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005529,XV-19440 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005530,XV-34566 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005531,K-16712 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005532,FCV-39085 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005533,E-14603 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005534,FCV-4404 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005535,PT-36221 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005536,PT-25052 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005537,LT-36652 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005538,LT-19237 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005539,K-19779 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005540,P-34903 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005541,K-4415 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005542,P-27933 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005543,P-26731 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005544,PT-15396 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005545,TT-17039 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005546,FCV-26260 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005547,FCV-15866 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005548,TT-27682 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005549,FCV-27312 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005550,V-30332 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005551,FCV-23475 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005552,V-433 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005553,FT-6106 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005554,PSV-11724 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005555,XV-22587 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005556,COL-982 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005557,K-24053 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005558,P-38890 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005559,PSV-7626 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005560,FT-23168 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005561,TT-34766 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005562,K-5155 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005563,XV-10576 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005564,LT-14562 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005565,FCV-13307 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005566,COL-9356 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005567,P-2573 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005568,XV-4699 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005569,FCV-12915 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005570,V-1060 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005571,V-3103 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005572,FT-31966 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005573,XV-17831 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005574,COL-16156 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005575,E-15535 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005576,K-5358 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005577,FCV-34597 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005578,FCV-6255 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005579,LT-9941 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005580,K-1317 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005581,XV-27901 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005582,V-30257 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005583,P-27720 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005584,FCV-12615 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005585,K-26003 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005586,LT-10500 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005587,K-17954 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005588,E-35977 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005589,LT-39875 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005590,V-38424 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005591,TT-23344 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005592,K-24050 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005593,P-28600 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005594,PSV-13037 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005595,XV-33356 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005596,COL-31364 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005597,FT-5484 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005598,P-32008 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005599,P-39282 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005600,PT-20932 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005601,P-27459 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005602,P-1313 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005603,FT-11931 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005604,LT-21507 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005605,FT-6336 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005606,FT-7980 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005607,P-21978 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005608,P-14070 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005609,COL-616 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005610,COL-11327 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005611,P-9913 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005612,K-19574 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005613,PT-7199 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005614,E-16373 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005615,E-29287 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005616,FCV-24335 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005617,LT-19625 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005618,TT-24486 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005619,FCV-21932 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005620,E-8009 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005621,K-1479 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005622,P-32875 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005623,PSV-30117 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005624,COL-16182 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005625,PSV-31568 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005626,COL-24936 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005627,LT-6191 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005628,V-989 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005629,PSV-24 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005630,TT-3278 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005631,K-9472 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005632,TT-23198 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005633,P-2126 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005634,PT-32789 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005635,E-26016 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005636,PT-9889 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005637,PT-21715 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005638,K-16371 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005639,V-12338 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005640,PT-33049 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005641,K-12186 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005642,V-15609 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005643,V-2109 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005644,COL-16037 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005645,TT-17270 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005646,TT-25036 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005647,LT-13186 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005648,TT-34073 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005649,P-29451 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005650,K-3779 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005651,PSV-6625 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005652,E-13479 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005653,P-26949 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005654,XV-9684 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005655,TT-36335 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005656,V-5580 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005657,COL-36755 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005658,TT-16265 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005659,K-34302 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005660,LT-4971 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005661,PSV-18286 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005662,COL-19538 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005663,FT-17877 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005664,FCV-25387 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005665,PSV-18074 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005666,PSV-18755 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005667,P-16421 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005668,P-17585 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005669,V-4325 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005670,XV-16055 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005671,K-38142 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005672,P-22281 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005673,K-6295 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005674,FCV-24836 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005675,FT-9561 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005676,FT-3306 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005677,K-3309 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005678,XV-25560 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005679,XV-39645 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005680,V-1506 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005681,FT-14850 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005682,COL-3008 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005683,K-38085 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005684,LT-1538 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005685,COL-17230 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005686,LT-18763 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005687,PSV-12439 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005688,V-17084 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005689,PSV-10522 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005690,V-8897 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005691,PSV-28418 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005692,COL-12764 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005693,P-27196 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005694,FCV-39792 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005695,XV-9759 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005696,TT-5520 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005697,FT-14330 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005698,FT-36963 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005699,PT-30784 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005700,FT-1965 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005701,E-4287 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005702,XV-7558 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005703,TT-6068 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005704,COL-19360 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005705,P-32951 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005706,E-18914 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005707,FT-15830 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005708,XV-6388 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005709,E-9090 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005710,FT-8798 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005711,P-2669 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005712,PSV-20079 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005713,LT-37459 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005714,COL-19269 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005715,XV-14444 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005716,E-5279 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005717,TT-20768 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005718,LT-20023 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005719,LT-40018 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005720,P-19427 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005721,K-4663 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005722,P-8685 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005723,E-5941 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005724,PT-11695 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005725,K-3354 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005726,V-25497 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005727,K-21285 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
