tpvId,tagNumber,propertyId,value,unitOfMeasureId,cfihosId
TPV-0087208,K-29098,PROP-004,16.4,UOM-DEGC,CFIHOS-00000030
TPV-0087209,K-29098,PROP-002,79.4,UOM-DEGC,CFIHOS-00000030
TPV-0087210,K-29098,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0087211,K-29098,PROP-005,1191.1,UOM-M3H,CFIHOS-00000030
TPV-0087212,P-29099,PROP-008,25,UOM-MM,CFIHOS-00000030
TPV-0087213,P-29099,PROP-010,None,,CFIHOS-00000030
TPV-0087214,PSV-29100,PROP-003,73.7,UOM-BARG,CFIHOS-00000030
TPV-0087215,PSV-29100,PROP-006,557.7,UOM-KW,CFIHOS-00000030
TPV-0087216,PT-29101,PROP-003,110.6,UOM-BARG,CFIHOS-00000030
TPV-0087217,PT-29101,PROP-005,560.6,UOM-M3H,CFIHOS-00000030
TPV-0087218,PT-29101,PROP-011,68.5,UOM-KG,CFIHOS-00000030
TPV-0087219,PT-29102,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0087220,PT-29102,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0087221,P-29103,PROP-009,300#,,CFIHOS-00000030
TPV-0087222,P-29103,PROP-013,1.8,UOM-BARG,CFIHOS-00000030
TPV-0087223,P-29103,PROP-002,231.0,UOM-DEGC,CFIHOS-00000030
TPV-0087224,TT-29104,PROP-013,63.2,UOM-BARG,CFIHOS-00000030
TPV-0087225,TT-29104,PROP-001,25.3,UOM-BARG,CFIHOS-00000030
TPV-0087226,TT-29104,PROP-009,600#,,CFIHOS-00000030
TPV-0087227,FT-29105,PROP-002,331.7,UOM-DEGC,CFIHOS-00000030
TPV-0087228,FT-29105,PROP-008,400,UOM-MM,CFIHOS-00000030
TPV-0087229,FT-29105,PROP-011,3790.4,UOM-KG,CFIHOS-00000030
TPV-0087230,FT-29105,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0087231,FCV-29106,PROP-008,50,UOM-MM,CFIHOS-00000030
TPV-0087232,FCV-29106,PROP-012,88.5,UOM-BARG,CFIHOS-00000030
TPV-0087233,FCV-29106,PROP-001,34.0,UOM-BARG,CFIHOS-00000030
TPV-0087234,LT-29107,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0087235,LT-29107,PROP-006,2199.1,UOM-KW,CFIHOS-00000030
TPV-0087236,V-29108,PROP-002,234.2,UOM-DEGC,CFIHOS-00000030
TPV-0087237,V-29108,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0087238,FT-29109,PROP-001,83.2,UOM-BARG,CFIHOS-00000030
TPV-0087239,FT-29109,PROP-004,395.4,UOM-DEGC,CFIHOS-00000030
TPV-0087240,FT-29109,PROP-003,81.2,UOM-BARG,CFIHOS-00000030
TPV-0087241,LT-29110,PROP-009,600#,,CFIHOS-00000030
TPV-0087242,LT-29110,PROP-013,95.8,UOM-BARG,CFIHOS-00000030
TPV-0087243,E-29111,PROP-012,29.0,UOM-BARG,CFIHOS-00000030
TPV-0087244,E-29111,PROP-003,149.5,UOM-BARG,CFIHOS-00000030
TPV-0087245,E-29111,PROP-001,127.9,UOM-BARG,CFIHOS-00000030
TPV-0087246,P-29112,PROP-008,600,UOM-MM,CFIHOS-00000030
TPV-0087247,P-29112,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0087248,COL-29113,PROP-012,13.3,UOM-BARG,CFIHOS-00000030
TPV-0087249,COL-29113,PROP-009,600#,,CFIHOS-00000030
TPV-0087250,TT-29114,PROP-010,None,,CFIHOS-00000030
TPV-0087251,TT-29114,PROP-009,300#,,CFIHOS-00000030
TPV-0087252,E-29115,PROP-008,100,UOM-MM,CFIHOS-00000030
TPV-0087253,E-29115,PROP-005,1335.2,UOM-M3H,CFIHOS-00000030
TPV-0087254,K-29116,PROP-004,97.8,UOM-DEGC,CFIHOS-00000030
TPV-0087255,K-29116,PROP-002,93.7,UOM-DEGC,CFIHOS-00000030
TPV-0087256,TT-29117,PROP-012,92.2,UOM-BARG,CFIHOS-00000030
TPV-0087257,TT-29117,PROP-010,None,,CFIHOS-00000030
TPV-0087258,TT-29117,PROP-013,26.5,UOM-BARG,CFIHOS-00000030
TPV-0087259,E-29118,PROP-006,1849.9,UOM-KW,CFIHOS-00000030
TPV-0087260,E-29118,PROP-005,1317.0,UOM-M3H,CFIHOS-00000030
TPV-0087261,E-29118,PROP-013,83.8,UOM-BARG,CFIHOS-00000030
TPV-0087262,K-29119,PROP-001,14.7,UOM-BARG,CFIHOS-00000030
TPV-0087263,K-29119,PROP-002,14.6,UOM-DEGC,CFIHOS-00000030
TPV-0087264,K-29119,PROP-012,47.8,UOM-BARG,CFIHOS-00000030
TPV-0087265,K-29120,PROP-011,6796.2,UOM-KG,CFIHOS-00000030
TPV-0087266,K-29120,PROP-001,133.9,UOM-BARG,CFIHOS-00000030
TPV-0087267,P-29121,PROP-008,80,UOM-MM,CFIHOS-00000030
TPV-0087268,P-29121,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0087269,P-29121,PROP-013,81.5,UOM-BARG,CFIHOS-00000030
TPV-0087270,P-29121,PROP-001,16.0,UOM-BARG,CFIHOS-00000030
TPV-0087271,PT-29122,PROP-013,91.1,UOM-BARG,CFIHOS-00000030
TPV-0087272,PT-29122,PROP-001,89.5,UOM-BARG,CFIHOS-00000030
TPV-0087273,PT-29122,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0087274,PT-29122,PROP-003,43.4,UOM-BARG,CFIHOS-00000030
TPV-0087275,K-29123,PROP-008,400,UOM-MM,CFIHOS-00000030
TPV-0087276,K-29123,PROP-004,329.7,UOM-DEGC,CFIHOS-00000030
TPV-0087277,K-29123,PROP-012,84.3,UOM-BARG,CFIHOS-00000030
TPV-0087278,FCV-29124,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0087279,FCV-29124,PROP-011,8619.9,UOM-KG,CFIHOS-00000030
TPV-0087280,FCV-29124,PROP-013,57.5,UOM-BARG,CFIHOS-00000030
TPV-0087281,FCV-29124,PROP-008,25,UOM-MM,CFIHOS-00000030
TPV-0087282,P-29125,PROP-011,5434.0,UOM-KG,CFIHOS-00000030
TPV-0087283,P-29125,PROP-008,50,UOM-MM,CFIHOS-00000030
TPV-0087284,P-29125,PROP-006,1697.0,UOM-KW,CFIHOS-00000030
TPV-0087285,FCV-29126,PROP-005,1843.0,UOM-M3H,CFIHOS-00000030
TPV-0087286,FCV-29126,PROP-012,73.8,UOM-BARG,CFIHOS-00000030
TPV-0087287,FCV-29126,PROP-006,566.7,UOM-KW,CFIHOS-00000030
TPV-0087288,FCV-29126,PROP-011,8141.9,UOM-KG,CFIHOS-00000030
TPV-0087289,PSV-29127,PROP-008,25,UOM-MM,CFIHOS-00000030
TPV-0087290,PSV-29127,PROP-011,1513.8,UOM-KG,CFIHOS-00000030
TPV-0087291,PSV-29127,PROP-012,87.6,UOM-BARG,CFIHOS-00000030
TPV-0087292,PSV-29127,PROP-005,2493.8,UOM-M3H,CFIHOS-00000030
TPV-0087293,COL-29128,PROP-011,7868.1,UOM-KG,CFIHOS-00000030
TPV-0087294,COL-29128,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0087295,COL-29128,PROP-005,1475.5,UOM-M3H,CFIHOS-00000030
TPV-0087296,COL-29128,PROP-008,25,UOM-MM,CFIHOS-00000030
TPV-0087297,TT-29129,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0087298,TT-29129,PROP-008,300,UOM-MM,CFIHOS-00000030
TPV-0087299,TT-29129,PROP-005,2254.6,UOM-M3H,CFIHOS-00000030
TPV-0087300,TT-29130,PROP-001,142.4,UOM-BARG,CFIHOS-00000030
TPV-0087301,TT-29130,PROP-011,9834.4,UOM-KG,CFIHOS-00000030
TPV-0087302,TT-29130,PROP-012,96.3,UOM-BARG,CFIHOS-00000030
TPV-0087303,COL-29131,PROP-011,6384.3,UOM-KG,CFIHOS-00000030
TPV-0087304,COL-29131,PROP-012,76.3,UOM-BARG,CFIHOS-00000030
TPV-0087305,COL-29131,PROP-010,None,,CFIHOS-00000030
TPV-0087306,COL-29131,PROP-008,200,UOM-MM,CFIHOS-00000030
TPV-0087307,P-29132,PROP-008,50,UOM-MM,CFIHOS-00000030
TPV-0087308,P-29132,PROP-006,212.6,UOM-KW,CFIHOS-00000030
TPV-0087309,P-29132,PROP-004,415.8,UOM-DEGC,CFIHOS-00000030
TPV-0087310,P-29132,PROP-009,150#,,CFIHOS-00000030
TPV-0087311,PSV-29133,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0087312,PSV-29133,PROP-011,9922.1,UOM-KG,CFIHOS-00000030
TPV-0087313,V-29134,PROP-008,80,UOM-MM,CFIHOS-00000030
TPV-0087314,V-29134,PROP-006,2969.9,UOM-KW,CFIHOS-00000030
TPV-0087315,V-29134,PROP-011,3005.4,UOM-KG,CFIHOS-00000030
TPV-0087316,TT-29135,PROP-004,307.7,UOM-DEGC,CFIHOS-00000030
TPV-0087317,TT-29135,PROP-008,400,UOM-MM,CFIHOS-00000030
TPV-0087318,TT-29135,PROP-011,10989.3,UOM-KG,CFIHOS-00000030
TPV-0087319,XV-29136,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0087320,XV-29136,PROP-006,1040.5,UOM-KW,CFIHOS-00000030
TPV-0087321,XV-29136,PROP-008,80,UOM-MM,CFIHOS-00000030
TPV-0087322,E-29137,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0087323,E-29137,PROP-011,2239.7,UOM-KG,CFIHOS-00000030
TPV-0087324,E-29137,PROP-003,66.4,UOM-BARG,CFIHOS-00000030
TPV-0087325,E-29138,PROP-008,600,UOM-MM,CFIHOS-00000030
TPV-0087326,E-29138,PROP-001,111.4,UOM-BARG,CFIHOS-00000030
TPV-0087327,E-29138,PROP-012,41.2,UOM-BARG,CFIHOS-00000030
TPV-0087328,E-29138,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0087329,P-29139,PROP-001,75.9,UOM-BARG,CFIHOS-00000030
TPV-0087330,P-29139,PROP-011,7799.3,UOM-KG,CFIHOS-00000030
TPV-0087331,P-29139,PROP-006,1635.9,UOM-KW,CFIHOS-00000030
TPV-0087332,P-29140,PROP-011,3379.2,UOM-KG,CFIHOS-00000030
TPV-0087333,P-29140,PROP-008,600,UOM-MM,CFIHOS-00000030
TPV-0087334,P-29140,PROP-009,300#,,CFIHOS-00000030
TPV-0087335,LT-29141,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0087336,LT-29141,PROP-012,44.8,UOM-BARG,CFIHOS-00000030
TPV-0087337,LT-29141,PROP-001,67.6,UOM-BARG,CFIHOS-00000030
TPV-0087338,XV-29142,PROP-002,157.3,UOM-DEGC,CFIHOS-00000030
TPV-0087339,XV-29142,PROP-005,2021.3,UOM-M3H,CFIHOS-00000030
TPV-0087340,XV-29142,PROP-006,856.6,UOM-KW,CFIHOS-00000030
TPV-0087341,P-29143,PROP-005,1665.1,UOM-M3H,CFIHOS-00000030
TPV-0087342,P-29143,PROP-003,79.9,UOM-BARG,CFIHOS-00000030
TPV-0087343,P-29143,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0087344,V-29144,PROP-002,168.3,UOM-DEGC,CFIHOS-00000030
TPV-0087345,V-29144,PROP-006,2331.1,UOM-KW,CFIHOS-00000030
TPV-0087346,V-29144,PROP-013,55.9,UOM-BARG,CFIHOS-00000030
TPV-0087347,P-29145,PROP-009,150#,,CFIHOS-00000030
TPV-0087348,P-29145,PROP-006,2824.0,UOM-KW,CFIHOS-00000030
TPV-0087349,P-29145,PROP-011,2267.0,UOM-KG,CFIHOS-00000030
TPV-0087350,P-29146,PROP-009,600#,,CFIHOS-00000030
TPV-0087351,P-29146,PROP-012,25.2,UOM-BARG,CFIHOS-00000030
TPV-0087352,P-29146,PROP-002,263.3,UOM-DEGC,CFIHOS-00000030
TPV-0087353,P-29146,PROP-001,6.2,UOM-BARG,CFIHOS-00000030
TPV-0087354,FCV-29147,PROP-005,1418.0,UOM-M3H,CFIHOS-00000030
TPV-0087355,FCV-29147,PROP-001,19.3,UOM-BARG,CFIHOS-00000030
TPV-0087356,FCV-29147,PROP-004,198.1,UOM-DEGC,CFIHOS-00000030
TPV-0087357,FCV-29147,PROP-012,34.9,UOM-BARG,CFIHOS-00000030
TPV-0087358,LT-29148,PROP-003,142.8,UOM-BARG,CFIHOS-00000030
TPV-0087359,LT-29148,PROP-008,600,UOM-MM,CFIHOS-00000030
TPV-0087360,LT-29148,PROP-006,452.6,UOM-KW,CFIHOS-00000030
TPV-0087361,XV-29149,PROP-013,13.9,UOM-BARG,CFIHOS-00000030
TPV-0087362,XV-29149,PROP-004,180.9,UOM-DEGC,CFIHOS-00000030
TPV-0087363,XV-29149,PROP-009,900#,,CFIHOS-00000030
TPV-0087364,XV-29149,PROP-005,1039.4,UOM-M3H,CFIHOS-00000030
TPV-0087365,E-29150,PROP-005,1121.5,UOM-M3H,CFIHOS-00000030
TPV-0087366,E-29150,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0087367,E-29150,PROP-013,48.8,UOM-BARG,CFIHOS-00000030
TPV-0087368,P-29151,PROP-002,150.5,UOM-DEGC,CFIHOS-00000030
TPV-0087369,P-29151,PROP-011,10654.8,UOM-KG,CFIHOS-00000030
TPV-0087370,TT-29152,PROP-003,62.1,UOM-BARG,CFIHOS-00000030
TPV-0087371,TT-29152,PROP-012,12.3,UOM-BARG,CFIHOS-00000030
TPV-0087372,TT-29152,PROP-005,504.3,UOM-M3H,CFIHOS-00000030
TPV-0087373,TT-29152,PROP-001,41.6,UOM-BARG,CFIHOS-00000030
TPV-0087374,P-29153,PROP-003,62.5,UOM-BARG,CFIHOS-00000030
TPV-0087375,P-29153,PROP-006,1804.2,UOM-KW,CFIHOS-00000030
TPV-0087376,P-29153,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0087377,P-29153,PROP-009,300#,,CFIHOS-00000030
TPV-0087378,K-29154,PROP-002,-3.9,UOM-DEGC,CFIHOS-00000030
TPV-0087379,K-29154,PROP-006,2321.3,UOM-KW,CFIHOS-00000030
TPV-0087380,E-29155,PROP-006,2997.2,UOM-KW,CFIHOS-00000030
TPV-0087381,E-29155,PROP-001,129.9,UOM-BARG,CFIHOS-00000030
TPV-0087382,E-29155,PROP-002,403.6,UOM-DEGC,CFIHOS-00000030
TPV-0087383,E-29155,PROP-004,304.7,UOM-DEGC,CFIHOS-00000030
TPV-0087384,TT-29156,PROP-005,699.2,UOM-M3H,CFIHOS-00000030
TPV-0087385,TT-29156,PROP-002,293.2,UOM-DEGC,CFIHOS-00000030
TPV-0087386,TT-29156,PROP-001,98.8,UOM-BARG,CFIHOS-00000030
TPV-0087387,TT-29156,PROP-008,50,UOM-MM,CFIHOS-00000030
TPV-0087388,LT-29157,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0087389,LT-29157,PROP-004,9.3,UOM-DEGC,CFIHOS-00000030
TPV-0087390,LT-29157,PROP-002,415.4,UOM-DEGC,CFIHOS-00000030
TPV-0087391,LT-29157,PROP-010,None,,CFIHOS-00000030
TPV-0087392,FCV-29158,PROP-013,58.2,UOM-BARG,CFIHOS-00000030
TPV-0087393,FCV-29158,PROP-011,2985.2,UOM-KG,CFIHOS-00000030
TPV-0087394,FCV-29158,PROP-002,433.8,UOM-DEGC,CFIHOS-00000030
TPV-0087395,FCV-29158,PROP-012,75.9,UOM-BARG,CFIHOS-00000030
TPV-0087396,P-29159,PROP-012,11.2,UOM-BARG,CFIHOS-00000030
TPV-0087397,P-29159,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0087398,P-29159,PROP-009,150#,,CFIHOS-00000030
TPV-0087399,P-29160,PROP-008,100,UOM-MM,CFIHOS-00000030
TPV-0087400,P-29160,PROP-002,39.1,UOM-DEGC,CFIHOS-00000030
TPV-0087401,P-29160,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0087402,PT-29161,PROP-006,714.6,UOM-KW,CFIHOS-00000030
TPV-0087403,PT-29161,PROP-005,2464.7,UOM-M3H,CFIHOS-00000030
TPV-0087404,PT-29161,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0087405,PT-29161,PROP-008,200,UOM-MM,CFIHOS-00000030
TPV-0087406,PT-29162,PROP-001,101.0,UOM-BARG,CFIHOS-00000030
TPV-0087407,PT-29162,PROP-003,145.1,UOM-BARG,CFIHOS-00000030
TPV-0087408,PT-29162,PROP-006,133.9,UOM-KW,CFIHOS-00000030
TPV-0087409,V-29163,PROP-011,1607.4,UOM-KG,CFIHOS-00000030
TPV-0087410,V-29163,PROP-003,6.7,UOM-BARG,CFIHOS-00000030
TPV-0087411,V-29163,PROP-005,1560.9,UOM-M3H,CFIHOS-00000030
TPV-0087412,V-29164,PROP-011,10279.5,UOM-KG,CFIHOS-00000030
TPV-0087413,V-29164,PROP-004,374.2,UOM-DEGC,CFIHOS-00000030
TPV-0087414,V-29164,PROP-005,2281.1,UOM-M3H,CFIHOS-00000030
TPV-0087415,V-29164,PROP-002,244.2,UOM-DEGC,CFIHOS-00000030
TPV-0087416,P-29165,PROP-011,4664.9,UOM-KG,CFIHOS-00000030
TPV-0087417,P-29165,PROP-008,25,UOM-MM,CFIHOS-00000030
TPV-0087418,P-29165,PROP-006,676.4,UOM-KW,CFIHOS-00000030
TPV-0087419,P-29165,PROP-012,94.3,UOM-BARG,CFIHOS-00000030
TPV-0087420,FCV-29166,PROP-006,1710.6,UOM-KW,CFIHOS-00000030
TPV-0087421,FCV-29166,PROP-003,98.5,UOM-BARG,CFIHOS-00000030
TPV-0087422,FCV-29167,PROP-013,84.1,UOM-BARG,CFIHOS-00000030
TPV-0087423,FCV-29167,PROP-001,129.0,UOM-BARG,CFIHOS-00000030
TPV-0087424,FCV-29167,PROP-006,2226.3,UOM-KW,CFIHOS-00000030
TPV-0087425,FCV-29167,PROP-012,75.0,UOM-BARG,CFIHOS-00000030
TPV-0087426,E-29168,PROP-013,64.8,UOM-BARG,CFIHOS-00000030
TPV-0087427,E-29168,PROP-008,150,UOM-MM,CFIHOS-00000030
TPV-0087428,COL-29169,PROP-008,80,UOM-MM,CFIHOS-00000030
TPV-0087429,COL-29169,PROP-013,98.2,UOM-BARG,CFIHOS-00000030
TPV-0087430,FT-29170,PROP-011,8616.9,UOM-KG,CFIHOS-00000030
TPV-0087431,FT-29170,PROP-013,95.2,UOM-BARG,CFIHOS-00000030
TPV-0087432,FT-29170,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0087433,K-29171,PROP-009,900#,,CFIHOS-00000030
TPV-0087434,K-29171,PROP-010,None,,CFIHOS-00000030
TPV-0087435,P-29172,PROP-003,61.1,UOM-BARG,CFIHOS-00000030
TPV-0087436,P-29172,PROP-002,295.9,UOM-DEGC,CFIHOS-00000030
TPV-0087437,P-29173,PROP-003,146.4,UOM-BARG,CFIHOS-00000030
TPV-0087438,P-29173,PROP-002,373.0,UOM-DEGC,CFIHOS-00000030
TPV-0087439,P-29173,PROP-004,202.1,UOM-DEGC,CFIHOS-00000030
TPV-0087440,PT-29174,PROP-013,53.7,UOM-BARG,CFIHOS-00000030
TPV-0087441,PT-29174,PROP-005,2298.3,UOM-M3H,CFIHOS-00000030
TPV-0087442,PT-29174,PROP-002,310.6,UOM-DEGC,CFIHOS-00000030
TPV-0087443,PSV-29175,PROP-013,20.1,UOM-BARG,CFIHOS-00000030
TPV-0087444,PSV-29175,PROP-001,24.3,UOM-BARG,CFIHOS-00000030
TPV-0087445,PSV-29175,PROP-012,67.8,UOM-BARG,CFIHOS-00000030
TPV-0087446,PSV-29176,PROP-004,376.1,UOM-DEGC,CFIHOS-00000030
TPV-0087447,PSV-29176,PROP-011,4872.2,UOM-KG,CFIHOS-00000030
TPV-0087448,XV-29177,PROP-012,39.0,UOM-BARG,CFIHOS-00000030
TPV-0087449,XV-29177,PROP-001,25.2,UOM-BARG,CFIHOS-00000030
TPV-0087450,V-29178,PROP-011,5755.3,UOM-KG,CFIHOS-00000030
TPV-0087451,V-29178,PROP-005,1642.3,UOM-M3H,CFIHOS-00000030
TPV-0087452,V-29178,PROP-008,600,UOM-MM,CFIHOS-00000030
TPV-0087453,COL-29179,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0087454,COL-29179,PROP-012,18.5,UOM-BARG,CFIHOS-00000030
TPV-0087455,COL-29179,PROP-003,37.3,UOM-BARG,CFIHOS-00000030
TPV-0087456,TT-29180,PROP-012,38.8,UOM-BARG,CFIHOS-00000030
TPV-0087457,TT-29180,PROP-006,189.1,UOM-KW,CFIHOS-00000030
TPV-0087458,TT-29180,PROP-001,21.4,UOM-BARG,CFIHOS-00000030
TPV-0087459,TT-29180,PROP-005,216.7,UOM-M3H,CFIHOS-00000030
TPV-0087460,K-29181,PROP-006,2839.1,UOM-KW,CFIHOS-00000030
TPV-0087461,K-29181,PROP-008,600,UOM-MM,CFIHOS-00000030
TPV-0087462,K-29181,PROP-001,46.8,UOM-BARG,CFIHOS-00000030
TPV-0087463,K-29181,PROP-012,38.1,UOM-BARG,CFIHOS-00000030
TPV-0087464,P-29182,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0087465,P-29182,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0087466,P-29182,PROP-005,2359.1,UOM-M3H,CFIHOS-00000030
TPV-0087467,P-29182,PROP-004,212.3,UOM-DEGC,CFIHOS-00000030
TPV-0087468,XV-29183,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0087469,XV-29183,PROP-004,55.2,UOM-DEGC,CFIHOS-00000030
TPV-0087470,LT-29184,PROP-001,142.4,UOM-BARG,CFIHOS-00000030
TPV-0087471,LT-29184,PROP-005,61.4,UOM-M3H,CFIHOS-00000030
TPV-0087472,LT-29184,PROP-012,90.2,UOM-BARG,CFIHOS-00000030
TPV-0087473,LT-29184,PROP-011,6694.7,UOM-KG,CFIHOS-00000030
TPV-0087474,PSV-29185,PROP-001,44.7,UOM-BARG,CFIHOS-00000030
TPV-0087475,PSV-29185,PROP-008,100,UOM-MM,CFIHOS-00000030
TPV-0087476,PSV-29185,PROP-006,2623.3,UOM-KW,CFIHOS-00000030
TPV-0087477,PSV-29185,PROP-011,4974.7,UOM-KG,CFIHOS-00000030
TPV-0087478,FT-29186,PROP-013,69.9,UOM-BARG,CFIHOS-00000030
TPV-0087479,FT-29186,PROP-003,29.6,UOM-BARG,CFIHOS-00000030
TPV-0087480,FT-29186,PROP-011,2937.9,UOM-KG,CFIHOS-00000030
TPV-0087481,FT-29186,PROP-008,25,UOM-MM,CFIHOS-00000030
TPV-0087482,E-29187,PROP-012,60.7,UOM-BARG,CFIHOS-00000030
TPV-0087483,E-29187,PROP-002,342.2,UOM-DEGC,CFIHOS-00000030
TPV-0087484,E-29187,PROP-009,300#,,CFIHOS-00000030
TPV-0087485,COL-29188,PROP-001,3.3,UOM-BARG,CFIHOS-00000030
TPV-0087486,COL-29188,PROP-002,241.6,UOM-DEGC,CFIHOS-00000030
TPV-0087487,PSV-29189,PROP-011,753.0,UOM-KG,CFIHOS-00000030
TPV-0087488,PSV-29189,PROP-013,84.5,UOM-BARG,CFIHOS-00000030
TPV-0087489,PSV-29189,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0087490,PSV-29189,PROP-006,121.8,UOM-KW,CFIHOS-00000030
TPV-0087491,FT-29190,PROP-010,None,,CFIHOS-00000030
TPV-0087492,FT-29190,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0087493,FT-29190,PROP-008,300,UOM-MM,CFIHOS-00000030
TPV-0087494,FT-29190,PROP-013,46.9,UOM-BARG,CFIHOS-00000030
TPV-0087495,COL-29191,PROP-001,57.1,UOM-BARG,CFIHOS-00000030
TPV-0087496,COL-29191,PROP-006,2939.7,UOM-KW,CFIHOS-00000030
TPV-0087497,COL-29191,PROP-009,150#,,CFIHOS-00000030
TPV-0087498,COL-29191,PROP-011,3554.7,UOM-KG,CFIHOS-00000030
TPV-0087499,TT-29192,PROP-002,66.0,UOM-DEGC,CFIHOS-00000030
TPV-0087500,TT-29192,PROP-004,161.5,UOM-DEGC,CFIHOS-00000030
TPV-0087501,TT-29192,PROP-008,300,UOM-MM,CFIHOS-00000030
TPV-0087502,TT-29192,PROP-006,915.0,UOM-KW,CFIHOS-00000030
TPV-0087503,V-29193,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0087504,V-29193,PROP-012,65.0,UOM-BARG,CFIHOS-00000030
TPV-0087505,V-29193,PROP-005,171.5,UOM-M3H,CFIHOS-00000030
TPV-0087506,V-29193,PROP-011,7439.2,UOM-KG,CFIHOS-00000030
TPV-0087507,V-29194,PROP-011,11674.4,UOM-KG,CFIHOS-00000030
TPV-0087508,V-29194,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0087509,V-29194,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0087510,K-29195,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0087511,K-29195,PROP-013,60.0,UOM-BARG,CFIHOS-00000030
TPV-0087512,E-29196,PROP-008,150,UOM-MM,CFIHOS-00000030
TPV-0087513,E-29196,PROP-006,2561.3,UOM-KW,CFIHOS-00000030
TPV-0087514,LT-29197,PROP-003,15.6,UOM-BARG,CFIHOS-00000030
TPV-0087515,LT-29197,PROP-011,3854.8,UOM-KG,CFIHOS-00000030
TPV-0087516,LT-29197,PROP-013,77.8,UOM-BARG,CFIHOS-00000030
TPV-0087517,LT-29197,PROP-009,600#,,CFIHOS-00000030
TPV-0087518,PSV-29198,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0087519,PSV-29198,PROP-002,94.8,UOM-DEGC,CFIHOS-00000030
TPV-0087520,P-29199,PROP-003,29.2,UOM-BARG,CFIHOS-00000030
TPV-0087521,P-29199,PROP-011,3081.5,UOM-KG,CFIHOS-00000030
TPV-0087522,TT-29200,PROP-013,19.8,UOM-BARG,CFIHOS-00000030
TPV-0087523,TT-29200,PROP-012,68.1,UOM-BARG,CFIHOS-00000030
TPV-0087524,P-29201,PROP-012,51.7,UOM-BARG,CFIHOS-00000030
TPV-0087525,P-29201,PROP-008,200,UOM-MM,CFIHOS-00000030
TPV-0087526,PSV-29202,PROP-009,900#,,CFIHOS-00000030
TPV-0087527,PSV-29202,PROP-003,144.4,UOM-BARG,CFIHOS-00000030
TPV-0087528,PSV-29202,PROP-012,51.6,UOM-BARG,CFIHOS-00000030
TPV-0087529,PSV-29202,PROP-011,2653.3,UOM-KG,CFIHOS-00000030
TPV-0087530,LT-29203,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0087531,LT-29203,PROP-005,730.7,UOM-M3H,CFIHOS-00000030
TPV-0087532,LT-29203,PROP-013,89.6,UOM-BARG,CFIHOS-00000030
TPV-0087533,P-29204,PROP-012,61.6,UOM-BARG,CFIHOS-00000030
TPV-0087534,P-29204,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0087535,P-29204,PROP-008,50,UOM-MM,CFIHOS-00000030
TPV-0087536,P-29204,PROP-001,47.3,UOM-BARG,CFIHOS-00000030
TPV-0087537,K-29205,PROP-011,1032.5,UOM-KG,CFIHOS-00000030
TPV-0087538,K-29205,PROP-006,1439.3,UOM-KW,CFIHOS-00000030
TPV-0087539,K-29205,PROP-010,None,,CFIHOS-00000030
TPV-0087540,XV-29206,PROP-003,78.4,UOM-BARG,CFIHOS-00000030
TPV-0087541,XV-29206,PROP-001,112.8,UOM-BARG,CFIHOS-00000030
