otAssetId,tagNumber,deviceType,firmwareVersion,ipAddress,macAddress,vendor,purdueLevel,isInternetFacing
OTA-013477,PT-35497,Sensor,4.7.3,192.168.40.35,17:4F:69:9B:B4:42,Halberd Valve Corporation,0,false
OTA-013478,LT-35498,Sensor,3.7.7,192.168.25.108,6C:8C:65:4E:11:30,Halberd Valve Corporation,1,false
OTA-013479,PT-35502,Sensor,3.4.2,192.168.3.2,E7:6C:1C:60:4F:D0,Halberd Valve Corporation,1,false
OTA-013480,FCV-35509,Positioner/RTU,5.3.6,192.168.28.134,09:14:59:9D:E2:0C,Ironclad Controls Inc.,1,false
OTA-013481,FT-35513,Sensor,5.6.1,192.168.36.137,81:E9:94:11:E5:0A,Ironclad Controls Inc.,0,false
OTA-013482,LT-35515,Sensor,4.3.2,192.168.7.63,B8:4B:89:17:9D:F2,Sentinel Automation Services,1,false
OTA-013483,FT-35516,Sensor,1.5.6,192.168.19.200,53:4E:1B:25:C1:C3,Halberd Valve Corporation,1,false
OTA-013484,LT-35522,Sensor,5.5.5,192.168.3.20,AB:27:53:4B:65:58,Halberd Valve Corporation,1,false
OTA-013485,LT-35525,Sensor,1.8.0,192.168.39.50,F9:E5:A5:57:36:DD,Ironclad Controls Inc.,0,false
OTA-013486,PT-35527,Sensor,2.8.5,192.168.38.108,B5:72:4D:0B:F0:B1,Sentinel Automation Services,1,false
OTA-013487,FCV-35529,Positioner/RTU,3.6.5,192.168.37.214,55:A9:A9:40:DD:5A,Sentinel Automation Services,1,false
OTA-013488,PT-35531,Sensor,3.9.2,192.168.24.136,07:9E:7D:47:64:B3,Sentinel Automation Services,1,false
OTA-013489,FCV-35533,Positioner/RTU,4.6.4,192.168.19.148,5D:D0:0F:5A:5F:D7,Ironclad Controls Inc.,1,false
OTA-013490,TT-35536,Sensor,5.2.5,192.168.29.13,BC:D0:A2:14:43:E7,Halberd Valve Corporation,1,false
OTA-013491,FCV-35538,Positioner/RTU,2.8.4,192.168.23.48,C7:12:B0:28:6D:C4,Sentinel Automation Services,0,false
OTA-013492,LT-35542,Sensor,1.5.0,192.168.39.144,04:B9:D9:E2:A0:56,Sentinel Automation Services,0,false
OTA-013493,LT-35545,Sensor,5.3.3,192.168.37.166,DF:A3:60:02:1B:03,Ironclad Controls Inc.,1,false
OTA-013494,LT-35547,Sensor,1.3.6,192.168.13.163,15:2E:6A:89:17:73,Sentinel Automation Services,0,false
OTA-013495,LT-35548,Sensor,3.2.8,192.168.5.236,78:03:6F:A7:93:A7,Ironclad Controls Inc.,1,false
OTA-013496,LT-35551,Sensor,1.2.2,192.168.29.16,60:15:94:DE:2B:B9,Halberd Valve Corporation,0,false
OTA-013497,PT-35553,Sensor,3.1.6,192.168.27.82,C6:EE:3E:A5:86:AC,Halberd Valve Corporation,0,false
OTA-013498,TT-35557,Sensor,3.1.6,192.168.36.81,55:A9:D4:25:B6:15,Ironclad Controls Inc.,1,false
OTA-013499,FT-35559,Sensor,3.8.2,192.168.34.97,22:E9:8D:76:7B:C2,Halberd Valve Corporation,1,false
OTA-013500,FT-35566,Sensor,5.5.1,192.168.31.136,DD:30:7A:F9:93:1B,Sentinel Automation Services,1,false
OTA-013501,TT-35568,Sensor,1.8.9,192.168.32.82,08:F8:98:EE:5E:93,Halberd Valve Corporation,1,false
OTA-013502,LT-35570,Sensor,5.4.1,192.168.18.246,A0:B0:13:79:AB:D4,Ironclad Controls Inc.,1,false
OTA-013503,PT-35571,Sensor,5.5.5,192.168.14.195,3D:5E:E0:86:D0:82,Halberd Valve Corporation,1,false
OTA-013504,LT-35575,Sensor,5.8.0,192.168.2.126,41:19:59:4F:34:B2,Sentinel Automation Services,1,false
OTA-013505,FCV-35583,Positioner/RTU,3.8.7,192.168.36.196,71:03:EE:92:A3:E2,Halberd Valve Corporation,0,false
OTA-013506,LT-35586,Sensor,2.0.4,192.168.36.195,B7:5C:27:13:DF:B6,Ironclad Controls Inc.,0,false
OTA-013507,FCV-35587,Positioner/RTU,3.6.0,192.168.22.221,B9:60:21:2B:43:53,Halberd Valve Corporation,0,false
OTA-013508,PT-35594,Sensor,1.9.8,192.168.3.233,F6:86:AD:75:AC:5D,Sentinel Automation Services,0,false
OTA-013509,TT-35596,Sensor,3.8.2,192.168.40.190,FA:1E:29:47:18:42,Ironclad Controls Inc.,0,false
OTA-013510,TT-35607,Sensor,4.1.0,192.168.15.78,AB:A5:C9:47:86:65,Halberd Valve Corporation,0,false
OTA-013511,PT-35609,Sensor,1.3.9,192.168.24.160,66:E4:83:41:CE:AC,Ironclad Controls Inc.,0,false
OTA-013512,TT-35611,Sensor,3.4.1,192.168.22.170,BB:95:C0:D1:F2:1B,Sentinel Automation Services,1,false
OTA-013513,FT-35613,Sensor,4.7.4,192.168.27.99,D3:30:9B:2B:C1:C2,Halberd Valve Corporation,0,false
OTA-013514,FT-35615,Sensor,2.0.2,192.168.19.137,03:E7:33:71:40:DB,Sentinel Automation Services,1,false
OTA-013515,FCV-35617,Positioner/RTU,4.3.0,192.168.13.97,22:F0:AD:CA:5D:9D,Sentinel Automation Services,0,false
OTA-013516,FCV-35618,Positioner/RTU,5.7.9,192.168.17.39,2C:79:6B:02:6C:66,Halberd Valve Corporation,0,false
OTA-013517,PT-35619,Sensor,1.6.2,192.168.13.192,F7:F7:CD:0D:57:13,Ironclad Controls Inc.,0,false
OTA-013518,FT-35620,Sensor,4.6.6,192.168.24.143,69:64:D0:DD:D8:10,Ironclad Controls Inc.,1,false
OTA-013519,PT-35624,Sensor,5.2.6,192.168.31.70,5B:3B:D1:B5:5E:D5,Sentinel Automation Services,1,false
OTA-013520,LT-35627,Sensor,4.4.8,192.168.34.200,7C:94:83:AB:96:F2,Halberd Valve Corporation,0,false
OTA-013521,LT-35630,Sensor,2.5.7,192.168.35.72,10:B7:7B:12:C0:6C,Halberd Valve Corporation,0,false
OTA-013522,FT-35631,Sensor,5.9.2,192.168.16.35,0B:3B:4C:CF:8A:0E,Halberd Valve Corporation,0,false
OTA-013523,TT-35634,Sensor,4.3.3,192.168.40.185,F6:DD:6C:43:DC:64,Halberd Valve Corporation,0,false
OTA-013524,PT-35635,Sensor,5.9.5,192.168.28.46,13:15:C9:19:AE:98,Halberd Valve Corporation,0,false
OTA-013525,FT-35636,Sensor,3.8.0,192.168.36.208,4E:28:69:0F:7A:53,Halberd Valve Corporation,0,false
OTA-013526,TT-35638,Sensor,4.8.0,192.168.2.222,A6:C1:69:64:6A:3C,Sentinel Automation Services,1,false
OTA-013527,LT-35640,Sensor,1.0.5,192.168.24.252,8F:26:29:86:B5:BA,Ironclad Controls Inc.,0,false
OTA-013528,TT-35643,Sensor,4.3.3,192.168.9.210,62:03:23:B7:DF:2D,Halberd Valve Corporation,1,false
OTA-013529,TT-35644,Sensor,5.7.1,192.168.20.25,68:F4:51:BF:EF:EA,Ironclad Controls Inc.,0,false
OTA-013530,FT-35646,Sensor,2.2.0,192.168.4.52,98:0B:DD:8B:51:9C,Sentinel Automation Services,1,false
OTA-013531,PT-35647,Sensor,5.4.1,192.168.2.6,00:7B:6E:89:4B:2D,Halberd Valve Corporation,1,false
OTA-013532,PT-35649,Sensor,2.9.8,192.168.34.239,0B:AB:08:D1:59:4E,Ironclad Controls Inc.,0,false
OTA-013533,FT-35662,Sensor,3.7.7,192.168.35.100,BF:AD:E2:48:08:51,Sentinel Automation Services,0,false
OTA-013534,FCV-35664,Positioner/RTU,4.2.9,192.168.28.125,9A:FD:84:67:67:B7,Halberd Valve Corporation,1,false
OTA-013535,LT-35665,Sensor,3.1.2,192.168.18.180,DE:8A:DA:08:21:56,Halberd Valve Corporation,1,false
OTA-013536,FT-35672,Sensor,1.1.0,192.168.12.42,59:46:C2:16:9A:FC,Halberd Valve Corporation,1,false
OTA-013537,PT-35678,Sensor,4.8.1,192.168.37.154,02:FC:71:16:4D:25,Sentinel Automation Services,0,false
OTA-013538,FT-35679,Sensor,2.5.4,192.168.20.216,18:20:1C:78:B9:38,Ironclad Controls Inc.,1,false
OTA-013539,FT-35681,Sensor,1.2.5,192.168.24.115,8C:5E:24:CE:05:BC,Halberd Valve Corporation,0,false
OTA-013540,LT-35682,Sensor,2.2.6,192.168.34.169,C6:86:8B:31:30:17,Ironclad Controls Inc.,1,false
OTA-013541,LT-35684,Sensor,5.2.4,192.168.31.10,85:A3:5B:F2:16:4F,Sentinel Automation Services,0,false
OTA-013542,LT-35689,Sensor,5.4.1,192.168.10.19,2E:46:71:4C:3A:64,Halberd Valve Corporation,1,false
OTA-013543,FT-35690,Sensor,1.6.2,192.168.36.170,A4:5F:08:3D:CB:76,Ironclad Controls Inc.,1,false
OTA-013544,PT-35691,Sensor,3.7.2,192.168.16.229,B4:9B:7F:63:43:0E,Ironclad Controls Inc.,1,false
OTA-013545,FT-35694,Sensor,4.3.3,192.168.32.8,B1:F2:6A:D1:8B:EA,Sentinel Automation Services,0,false
OTA-013546,FT-35696,Sensor,1.1.5,192.168.4.96,39:90:17:E1:D6:A4,Ironclad Controls Inc.,0,false
OTA-013547,FCV-35697,Positioner/RTU,2.8.5,192.168.25.237,7F:B5:AB:55:34:AE,Halberd Valve Corporation,0,false
OTA-013548,TT-35698,Sensor,3.2.7,192.168.30.192,F7:98:D4:1B:B0:C1,Sentinel Automation Services,1,false
OTA-013549,TT-35703,Sensor,2.4.2,192.168.33.134,81:86:52:30:24:7C,Ironclad Controls Inc.,0,false
OTA-013550,FCV-35704,Positioner/RTU,5.3.9,192.168.33.83,4B:92:2A:AC:DC:FC,Halberd Valve Corporation,0,false
OTA-013551,LT-35708,Sensor,3.3.4,192.168.29.93,59:FC:0A:D1:4D:78,Ironclad Controls Inc.,0,false
OTA-013552,FT-35713,Sensor,4.9.1,192.168.25.117,0E:3E:7C:04:33:5C,Sentinel Automation Services,0,false
OTA-013553,PT-35714,Sensor,5.1.7,192.168.2.142,F0:AA:07:58:27:D4,Ironclad Controls Inc.,0,false
OTA-013554,TT-35718,Sensor,5.0.8,192.168.17.139,52:D2:4E:EF:E0:18,Sentinel Automation Services,0,false
OTA-013555,FT-35720,Sensor,3.2.7,192.168.8.41,60:FD:BA:48:D9:47,Halberd Valve Corporation,0,false
OTA-013556,FCV-35721,Positioner/RTU,4.3.1,192.168.30.228,58:30:08:2B:6A:18,Halberd Valve Corporation,0,false
OTA-013557,LT-35722,Sensor,4.3.1,192.168.27.203,E7:7F:74:0C:BD:60,Ironclad Controls Inc.,1,false
OTA-013558,PT-35724,Sensor,2.7.1,192.168.23.77,64:89:D5:8C:7D:D0,Sentinel Automation Services,1,false
OTA-013559,LT-35726,Sensor,5.5.6,192.168.13.17,3A:A2:DD:CF:79:AE,Sentinel Automation Services,1,false
OTA-013560,FT-35727,Sensor,5.6.0,192.168.12.7,46:04:A5:08:F0:04,Halberd Valve Corporation,0,false
OTA-013561,TT-35730,Sensor,2.5.6,192.168.9.241,35:0F:0C:38:3F:6E,Halberd Valve Corporation,0,false
OTA-013562,PT-35732,Sensor,3.8.7,192.168.29.234,4A:5F:3E:73:99:63,Halberd Valve Corporation,1,false
OTA-013563,PT-35733,Sensor,3.7.0,192.168.37.183,54:99:4D:5E:8E:DB,Halberd Valve Corporation,1,false
OTA-013564,TT-35736,Sensor,1.0.9,192.168.12.74,BC:1E:01:C7:6F:91,Ironclad Controls Inc.,1,false
OTA-013565,PT-35743,Sensor,3.6.2,192.168.27.56,7A:D4:9B:61:79:6E,Sentinel Automation Services,1,false
OTA-013566,LT-35744,Sensor,4.0.0,192.168.28.226,FB:A5:CF:B9:5B:1D,Sentinel Automation Services,1,false
OTA-013567,PT-35745,Sensor,2.1.8,192.168.32.200,09:BF:D5:FD:D6:47,Sentinel Automation Services,1,false
OTA-013568,FCV-35750,Positioner/RTU,1.1.7,192.168.3.57,6F:FF:ED:FB:E9:40,Sentinel Automation Services,0,false
OTA-013569,FT-35752,Sensor,5.9.9,192.168.10.158,83:95:B9:8F:73:F7,Ironclad Controls Inc.,0,false
OTA-013570,PT-35763,Sensor,5.4.5,192.168.34.187,B7:5A:C7:D2:19:42,Ironclad Controls Inc.,1,false
OTA-013571,FCV-35764,Positioner/RTU,3.3.1,192.168.32.229,C1:B8:34:7C:70:AA,Ironclad Controls Inc.,0,false
OTA-013572,FCV-35769,Positioner/RTU,1.3.0,192.168.23.35,15:56:59:02:BE:CB,Ironclad Controls Inc.,0,false
OTA-013573,TT-35773,Sensor,4.0.6,192.168.8.211,D6:C1:B4:37:15:F8,Sentinel Automation Services,1,false
OTA-013574,TT-35776,Sensor,4.8.3,192.168.35.143,DC:11:C5:97:92:9A,Sentinel Automation Services,0,false
OTA-013575,TT-35777,Sensor,3.9.6,192.168.29.204,2C:30:4F:A8:89:25,Ironclad Controls Inc.,0,false
OTA-013576,FCV-35782,Positioner/RTU,5.5.9,192.168.37.3,54:43:DF:3E:F5:A2,Halberd Valve Corporation,0,false
OTA-013577,FCV-35783,Positioner/RTU,3.0.9,192.168.40.71,58:A3:40:82:12:73,Ironclad Controls Inc.,1,false
OTA-013578,LT-35785,Sensor,4.3.9,192.168.17.39,E9:48:87:D5:06:62,Ironclad Controls Inc.,0,false
OTA-013579,FCV-35788,Positioner/RTU,5.2.8,192.168.31.55,2A:30:D8:6D:44:79,Halberd Valve Corporation,1,false
OTA-013580,FT-35790,Sensor,5.8.7,192.168.32.155,5C:18:AB:95:1A:37,Ironclad Controls Inc.,0,false
OTA-013581,LT-35791,Sensor,3.7.5,192.168.28.97,25:84:46:80:79:3C,Sentinel Automation Services,0,false
OTA-013582,FT-35793,Sensor,2.3.6,192.168.19.175,C6:0B:7A:8F:12:2E,Sentinel Automation Services,1,false
OTA-013583,TT-35797,Sensor,2.2.5,192.168.24.155,A2:C0:18:AF:81:50,Ironclad Controls Inc.,1,false
OTA-013584,PT-35799,Sensor,4.6.9,192.168.1.148,0F:AE:E9:20:DF:6E,Sentinel Automation Services,1,false
OTA-013585,TT-35800,Sensor,4.3.7,192.168.15.2,EF:A9:FF:C3:69:6A,Halberd Valve Corporation,0,false
OTA-013586,FT-35804,Sensor,5.4.2,192.168.10.153,23:2F:82:AA:50:77,Halberd Valve Corporation,1,false
OTA-013587,PT-35807,Sensor,4.1.3,192.168.22.43,D0:45:26:B9:90:BC,Ironclad Controls Inc.,1,false
OTA-013588,FCV-35809,Positioner/RTU,5.6.6,192.168.12.179,6D:CF:A9:F5:C7:26,Ironclad Controls Inc.,0,false
OTA-013589,PT-35813,Sensor,2.4.5,192.168.6.106,E7:45:CE:49:45:35,Sentinel Automation Services,0,false
OTA-013590,TT-35817,Sensor,3.4.0,192.168.24.194,AC:79:B7:1D:1B:74,Ironclad Controls Inc.,1,false
OTA-013591,LT-35820,Sensor,1.1.1,192.168.31.83,E0:E3:A4:62:F3:09,Ironclad Controls Inc.,0,false
OTA-013592,LT-35821,Sensor,5.3.7,192.168.29.218,B0:A5:FE:D6:F8:26,Ironclad Controls Inc.,0,false
OTA-013593,PT-35823,Sensor,4.6.6,192.168.1.207,93:9C:6A:E3:35:CE,Sentinel Automation Services,1,false
OTA-013594,TT-35827,Sensor,3.1.7,192.168.4.209,25:0D:32:78:FD:A1,Ironclad Controls Inc.,1,false
OTA-013595,TT-35828,Sensor,5.7.3,192.168.26.85,DE:6B:2A:24:52:32,Ironclad Controls Inc.,1,false
OTA-013596,FT-35829,Sensor,1.9.7,192.168.20.122,92:ED:84:E2:A4:71,Ironclad Controls Inc.,1,false
OTA-013597,FCV-35832,Positioner/RTU,2.8.8,192.168.16.169,23:C8:81:6A:3D:ED,Ironclad Controls Inc.,0,false
OTA-013598,TT-35834,Sensor,3.2.4,192.168.32.119,68:48:52:56:96:6D,Ironclad Controls Inc.,1,false
OTA-013599,FT-35842,Sensor,3.9.2,192.168.21.193,90:DA:BA:CB:ED:CC,Halberd Valve Corporation,1,false
OTA-013600,PT-35844,Sensor,4.1.0,192.168.27.245,51:62:09:06:62:92,Sentinel Automation Services,0,false
OTA-013601,TT-35845,Sensor,5.6.3,192.168.31.115,31:21:92:B1:83:73,Ironclad Controls Inc.,0,false
OTA-013602,TT-35847,Sensor,3.1.3,192.168.39.8,4E:34:CA:6F:61:12,Sentinel Automation Services,1,false
OTA-013603,FT-35848,Sensor,2.9.9,192.168.29.213,A1:B8:73:4B:C4:67,Ironclad Controls Inc.,0,false
OTA-013604,FT-35851,Sensor,3.6.5,192.168.27.78,0F:1B:A2:FA:F6:82,Ironclad Controls Inc.,1,false
OTA-013605,PT-35853,Sensor,4.3.8,192.168.15.225,D9:E9:DF:1F:A3:E5,Sentinel Automation Services,1,false
OTA-013606,TT-35859,Sensor,5.1.4,192.168.1.98,9F:96:D8:13:64:2B,Sentinel Automation Services,0,false
OTA-013607,TT-35861,Sensor,4.6.0,192.168.37.215,F5:73:25:05:46:82,Halberd Valve Corporation,1,false
OTA-013608,PT-35862,Sensor,1.8.9,192.168.40.137,D1:5A:D6:1A:19:69,Sentinel Automation Services,1,false
OTA-013609,FT-35867,Sensor,2.1.6,192.168.19.70,E3:AF:B8:82:E9:5C,Sentinel Automation Services,1,false
OTA-013610,TT-35868,Sensor,2.8.3,192.168.23.195,F2:CB:25:56:87:D3,Ironclad Controls Inc.,1,false
OTA-013611,TT-35872,Sensor,3.0.4,192.168.16.175,BD:F9:CB:BB:32:6F,Halberd Valve Corporation,1,false
OTA-013612,FCV-35875,Positioner/RTU,3.6.9,192.168.27.212,5B:03:F4:A6:70:91,Sentinel Automation Services,1,false
OTA-013613,FCV-35876,Positioner/RTU,5.5.9,192.168.26.192,A4:18:70:FD:E8:34,Sentinel Automation Services,0,false
OTA-013614,FT-35881,Sensor,3.9.1,192.168.14.126,8D:B5:7E:1B:B6:A9,Halberd Valve Corporation,1,false
OTA-013615,TT-35882,Sensor,3.1.5,192.168.23.92,77:E2:5B:1D:EC:EB,Sentinel Automation Services,0,false
OTA-013616,PT-35883,Sensor,3.4.5,192.168.33.77,53:07:E9:A1:7F:34,Ironclad Controls Inc.,1,false
OTA-013617,TT-35885,Sensor,5.9.9,192.168.5.216,FF:9D:A7:39:5F:A4,Ironclad Controls Inc.,0,false
OTA-013618,FCV-35886,Positioner/RTU,3.2.1,192.168.4.226,85:3D:85:78:96:10,Ironclad Controls Inc.,0,false
OTA-013619,FCV-35887,Positioner/RTU,5.0.0,192.168.26.159,F0:BB:8A:83:EA:3F,Ironclad Controls Inc.,0,false
OTA-013620,LT-35888,Sensor,5.3.0,192.168.16.226,72:A9:E4:42:99:36,Sentinel Automation Services,1,false
OTA-013621,FT-35890,Sensor,1.6.5,192.168.27.180,40:D1:D7:96:4D:C9,Sentinel Automation Services,1,false
OTA-013622,LT-35892,Sensor,5.4.5,192.168.39.246,BF:C4:7C:20:A0:8E,Sentinel Automation Services,0,false
OTA-013623,PT-35893,Sensor,2.9.7,192.168.15.55,F9:53:20:55:F8:A6,Ironclad Controls Inc.,1,false
OTA-013624,TT-35894,Sensor,1.5.8,192.168.5.196,4A:D7:07:E8:9C:C2,Ironclad Controls Inc.,0,false
OTA-013625,TT-35896,Sensor,2.7.3,192.168.9.153,94:1D:B8:53:F1:22,Halberd Valve Corporation,1,false
OTA-013626,TT-35899,Sensor,2.8.8,192.168.10.223,AD:01:9D:BC:83:4B,Sentinel Automation Services,0,false
OTA-013627,FCV-35905,Positioner/RTU,1.9.2,192.168.11.152,E3:23:54:D8:76:64,Sentinel Automation Services,0,false
OTA-013628,LT-35908,Sensor,5.8.7,192.168.33.129,20:CE:06:93:00:22,Sentinel Automation Services,0,false
OTA-013629,PT-35909,Sensor,2.4.8,192.168.6.204,18:D3:07:18:30:B3,Ironclad Controls Inc.,0,false
OTA-013630,FT-35912,Sensor,3.3.2,192.168.19.239,FA:50:83:1E:BD:66,Ironclad Controls Inc.,0,false
OTA-013631,FCV-35915,Positioner/RTU,2.4.0,192.168.4.117,F1:3D:B6:E9:36:D9,Sentinel Automation Services,0,false
OTA-013632,TT-35919,Sensor,2.6.3,192.168.40.165,9B:C4:F5:10:E5:E9,Sentinel Automation Services,0,false
OTA-013633,FT-35920,Sensor,1.7.9,192.168.26.187,C2:0E:E4:31:FC:37,Halberd Valve Corporation,1,false
OTA-013634,FCV-35923,Positioner/RTU,4.3.8,192.168.3.71,63:D0:19:86:31:B4,Sentinel Automation Services,1,false
OTA-013635,PT-35927,Sensor,1.9.2,192.168.26.240,32:50:A2:5D:8E:64,Ironclad Controls Inc.,1,false
OTA-013636,TT-35929,Sensor,3.5.1,192.168.22.186,54:C1:1E:F3:FB:B7,Halberd Valve Corporation,0,false
OTA-013637,FCV-35930,Positioner/RTU,2.8.1,192.168.18.26,F3:07:56:6D:41:6B,Ironclad Controls Inc.,0,false
OTA-013638,FCV-35932,Positioner/RTU,1.7.2,192.168.24.23,E6:F9:C1:44:40:77,Halberd Valve Corporation,1,false
OTA-013639,TT-35935,Sensor,1.2.0,192.168.1.78,95:87:06:E0:6A:98,Halberd Valve Corporation,1,false
OTA-013640,FT-35936,Sensor,4.4.5,192.168.27.13,F4:26:05:08:2A:22,Halberd Valve Corporation,1,false
OTA-013641,PT-35941,Sensor,1.4.0,192.168.29.183,06:B9:98:C7:2A:57,Ironclad Controls Inc.,1,false
OTA-013642,FT-35942,Sensor,1.2.9,192.168.14.75,83:4B:0D:39:B1:8B,Sentinel Automation Services,1,false
OTA-013643,TT-35945,Sensor,3.0.2,192.168.27.93,BB:A0:B7:85:47:E9,Sentinel Automation Services,0,false
OTA-013644,FT-35946,Sensor,4.4.3,192.168.4.146,48:A7:8D:78:C4:86,Ironclad Controls Inc.,0,false
OTA-013645,FT-35953,Sensor,3.8.8,192.168.12.149,9C:04:CA:C8:DF:74,Sentinel Automation Services,0,false
OTA-013646,PT-35965,Sensor,5.4.0,192.168.11.99,47:96:64:79:E5:DD,Sentinel Automation Services,0,false
OTA-013647,LT-35968,Sensor,4.9.3,192.168.28.28,82:31:46:14:97:EC,Halberd Valve Corporation,0,false
OTA-013648,PT-35975,Sensor,4.2.1,192.168.28.6,35:20:40:40:DC:D0,Halberd Valve Corporation,1,false
OTA-013649,FCV-35976,Positioner/RTU,3.6.7,192.168.25.7,D7:0B:4B:52:55:E1,Sentinel Automation Services,0,false
OTA-013650,LT-35981,Sensor,3.3.7,192.168.26.90,2D:F0:77:28:13:6D,Halberd Valve Corporation,1,false
OTA-013651,PT-35984,Sensor,2.6.0,192.168.10.95,1C:DA:30:2C:9C:9D,Sentinel Automation Services,1,false
OTA-013652,PT-35986,Sensor,2.9.0,192.168.29.163,52:DA:A3:EF:F4:79,Halberd Valve Corporation,0,false
OTA-013653,PT-35998,Sensor,5.6.9,192.168.17.94,6C:47:B1:09:EC:38,Sentinel Automation Services,1,false
OTA-013654,TT-35999,Sensor,4.2.4,192.168.39.180,74:DD:16:70:59:16,Halberd Valve Corporation,1,false
OTA-013655,PT-36001,Sensor,2.4.8,192.168.24.142,CB:BA:6E:68:88:CD,Ironclad Controls Inc.,0,false
OTA-013656,FCV-36005,Positioner/RTU,1.1.3,192.168.24.89,6B:FB:FF:C5:BA:A9,Ironclad Controls Inc.,1,false
OTA-013657,LT-36006,Sensor,3.4.1,192.168.6.164,B2:4C:0A:C5:2B:70,Sentinel Automation Services,1,false
OTA-013658,TT-36007,Sensor,5.7.5,192.168.35.218,FC:6B:65:FA:D6:A9,Halberd Valve Corporation,1,false
OTA-013659,FT-36009,Sensor,2.6.5,192.168.26.108,34:75:32:68:6C:DA,Halberd Valve Corporation,1,false
OTA-013660,LT-36013,Sensor,1.5.9,192.168.22.88,06:92:20:C7:C5:52,Ironclad Controls Inc.,0,false
OTA-013661,PT-36020,Sensor,5.2.3,192.168.35.69,77:BC:20:1E:2D:4E,Ironclad Controls Inc.,1,false
OTA-013662,TT-36022,Sensor,2.2.6,192.168.35.176,48:29:BB:B5:94:88,Halberd Valve Corporation,1,false
OTA-013663,FT-36024,Sensor,2.1.3,192.168.1.116,B0:D9:43:A9:9D:5A,Ironclad Controls Inc.,1,false
OTA-013664,TT-36028,Sensor,3.0.1,192.168.12.74,31:DC:6C:DE:4F:17,Sentinel Automation Services,0,false
OTA-013665,LT-36032,Sensor,2.6.0,192.168.39.6,88:03:B9:56:3F:DE,Halberd Valve Corporation,0,false
OTA-013666,PT-36034,Sensor,5.2.6,192.168.36.59,67:BB:13:75:44:9D,Sentinel Automation Services,1,false
OTA-013667,PT-36038,Sensor,1.3.7,192.168.14.165,4D:92:24:58:ED:A4,Ironclad Controls Inc.,0,false
OTA-013668,TT-36040,Sensor,5.1.0,192.168.15.156,B4:5D:AD:2F:E5:3C,Sentinel Automation Services,1,false
OTA-013669,FT-36041,Sensor,5.2.1,192.168.5.3,09:A0:14:87:74:80,Sentinel Automation Services,0,false
OTA-013670,LT-36042,Sensor,4.5.7,192.168.7.97,84:BF:51:38:F8:59,Ironclad Controls Inc.,0,false
OTA-013671,TT-36049,Sensor,4.4.7,192.168.16.62,64:EA:33:8D:48:88,Halberd Valve Corporation,1,false
OTA-013672,FCV-36052,Positioner/RTU,1.9.8,192.168.14.13,00:47:DF:AE:29:74,Ironclad Controls Inc.,0,false
OTA-013673,LT-36054,Sensor,3.9.6,192.168.38.101,29:80:89:8F:80:21,Sentinel Automation Services,1,false
OTA-013674,TT-36058,Sensor,1.9.8,192.168.9.121,E0:88:38:1B:1D:85,Sentinel Automation Services,1,false
OTA-013675,TT-36059,Sensor,2.3.1,192.168.28.198,3F:EA:E9:AE:6F:D2,Halberd Valve Corporation,0,false
OTA-013676,PT-36061,Sensor,2.2.2,192.168.34.195,22:1B:EA:E1:84:94,Sentinel Automation Services,0,false
OTA-013677,LT-36062,Sensor,4.7.3,192.168.10.5,FA:E2:82:EB:4A:33,Sentinel Automation Services,1,false
OTA-013678,LT-36063,Sensor,1.3.8,192.168.16.49,D3:64:FB:21:2A:4D,Ironclad Controls Inc.,0,false
OTA-013679,PT-36066,Sensor,2.1.5,192.168.32.42,30:E3:FD:3E:EB:A9,Ironclad Controls Inc.,0,false
OTA-013680,FCV-36069,Positioner/RTU,4.1.9,192.168.37.196,44:E3:12:AB:37:E3,Sentinel Automation Services,0,false
OTA-013681,LT-36071,Sensor,3.9.6,192.168.31.241,68:AE:E2:AF:A7:8D,Ironclad Controls Inc.,1,false
OTA-013682,FCV-36074,Positioner/RTU,4.3.5,192.168.26.99,03:25:28:5C:D8:83,Sentinel Automation Services,1,false
OTA-013683,TT-36077,Sensor,5.6.7,192.168.39.224,A8:60:C7:53:57:98,Halberd Valve Corporation,1,false
OTA-013684,TT-36078,Sensor,2.9.6,192.168.4.137,0B:04:3D:5D:10:7E,Sentinel Automation Services,1,false
OTA-013685,FCV-36079,Positioner/RTU,2.5.5,192.168.27.197,E9:A2:7C:34:16:49,Ironclad Controls Inc.,0,false
OTA-013686,PT-36081,Sensor,3.2.2,192.168.12.71,7D:58:27:A4:36:3B,Sentinel Automation Services,1,false
OTA-013687,FT-36084,Sensor,5.0.6,192.168.22.119,1A:F3:D6:A6:D2:A7,Sentinel Automation Services,0,false
OTA-013688,FT-36086,Sensor,4.5.2,192.168.30.6,B4:D9:40:2E:8D:85,Ironclad Controls Inc.,1,false
OTA-013689,PT-36087,Sensor,3.9.5,192.168.21.227,F7:2C:58:D1:AD:B7,Sentinel Automation Services,1,false
OTA-013690,FCV-36088,Positioner/RTU,3.3.5,192.168.5.122,6E:AE:39:9C:DC:0B,Ironclad Controls Inc.,0,false
OTA-013691,FCV-36089,Positioner/RTU,2.8.0,192.168.32.245,92:D8:61:AB:2A:13,Sentinel Automation Services,1,false
OTA-013692,LT-36090,Sensor,3.0.4,192.168.36.63,E3:A2:F1:79:D5:E7,Halberd Valve Corporation,0,false
